mol_id,smiles,morpholine,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC95724147,CS(=O)(=O)[N-]c1cc(OC2CC2)cc(C=O)n1,0,0,True,False,False,False,False,False,True
ZINC22116161,Nc1nc(O/N=C/C(=O)[O-])cs1,0,0,True,False,False,False,False,False,True
ZINC56682143,CC(/C=N\n1c([S-])nnc1-c1ccccn1)=C/c1ccco1,0,0,True,False,False,False,False,False,True
ZINC46478503,Cc1noc(C)c1CN(C)Cn1ncn(CCc2cccs2)c1=S,0,0,True,False,False,False,False,False,True
ZINC91503868,N#Cc1ccc(N2CC[C@](O)(C[NH+]3CCCCC3)C2)nc1,0,0,True,False,False,False,False,False,True
ZINC96091253,NC(=O)[C@@H]1Cn2ccnc2C2(CCN(C(=O)c3ccncn3)CC2)O1,0,0,True,False,False,False,False,False,True
ZINC91452363,CCNc1ncc(C[N@@H+]2C[C@H](C3CC3)[C@@H](N)C2)cn1,0,0,True,False,False,False,False,False,True
ZINC93101240,CC(C)(C)C[N@@H+](CCC#N)Cc1cnn([C@@]2(C)CCS(=O)(=O)C2)c1,0,0,True,False,False,False,False,False,True
ZINC33822501,CC(=O)[C@@]1(C)C=CCCC1,0,0,True,False,False,False,False,False,True
ZINC02043763,CC(C)CC[C@H](CO)C(C)C,0,0,True,False,False,False,False,False,True
ZINC97036830,O=C([O-])[C@H]1C[C@@H]1C(=O)NCC1(C2CC2)CC1,0,0,True,False,False,False,False,False,True
ZINC39062779,C[C@H]1CC(C=O)=[N+]([O-])C1(C)C,0,0,True,False,False,False,False,False,True
ZINC03843087,NC(=S)[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC71497391,Cn1ccc([C@@H](N)C(F)(F)F)c1,0,0,True,False,False,False,False,False,True
ZINC96209551,CN(C)c1cc(N[C@H]2CCO[C@]3(CC[N@@H+](CC4CC4)C3)C2)ncn1,0,0,True,False,False,False,False,False,True
ZINC05599094,CCC(=O)[C@H](C)C[C@@H](C)[C@@H](O)CC,0,0,True,False,False,False,False,False,True
ZINC13086458,CN(C)CSC(=[NH2+])N[C@H](O)C(Cl)(Cl)Cl,0,0,True,False,False,False,False,False,True
ZINC36438431,Nc1cn(CC(=O)NO)cn1,0,0,True,False,False,False,False,False,True
ZINC95361927,CCCCSc1nc(N)cc(NC[C@@H]2C[C@H](F)C[NH2+]2)n1,0,0,True,False,False,False,False,False,True
ZINC39096114,C[C@H]1[NH2+][C@H](CCP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC20503753,C#C[C@H]1CN2CC[C@H]1C[C@@H]2C[NH3+],0,0,True,False,False,False,False,False,True
ZINC01666133,CCCC#CC[NH+](C(C)C)C(C)C,0,0,True,False,False,False,False,False,True
ZINC36820533,CC[N@@H+]1CCC[C@H]1CNCc1c(C)nc2sc(C)cn12,0,0,True,False,False,False,False,False,True
ZINC39088790,O=[N+]([O-])[C@@]1(F)C[C@@H]2CC[C@H]1C2,0,0,True,False,False,False,False,False,True
ZINC95923712,C#CC1=C(C)CC[C@H]1C(C)C,0,0,True,False,False,False,False,False,True
ZINC12658017,O=S(=O)([O-])CCOC[C@H]1CSSC[C@@H](COCCS(=O)(=O)[O-])SS1,0,0,True,False,False,False,False,False,True
ZINC24624522,Nc1[nH+]ccc2c1C[NH2+]CC2,0,0,True,False,False,False,False,False,True
ZINC39078515,Cn1cc(N)c(=[NH2+])nc1N,0,0,True,False,False,False,False,False,True
ZINC96216185,Cc1nc(C[N@H+]2C[C@H]3OC[C@H](C(=O)Nc4cccnc4)[C@H]3C2)cs1,0,0,True,False,False,False,False,False,True
ZINC33868771,CN1CCN(c2cc3c(c[nH+]2)CCN3)CC1,0,0,True,False,False,False,False,False,True
ZINC95434005,O=S(=O)(N1CCC(C[NH2+]C[C@@H]2CC=CCC2)CC1)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC08617688,CC1(CCO)C(=O)NC(=[NH2+])NC1=O,0,0,True,False,False,False,False,False,True
ZINC20849415,Cc1ncc(CO)c2cc(C(N)=S)c(=O)oc12,0,0,True,False,False,False,False,False,True
ZINC27655377,CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@](C)([C@]34CO4)[C@@]2(CO)CC1,0,0,True,False,False,False,False,False,True
ZINC39110603,C#CC[C@@]1(OC(=O)CC)CC[N@H+](C)C[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC95768124,NC1(c2cccc(Cl)n2)COC1,0,0,True,False,False,False,False,False,True
ZINC93709099,C[N@H+](CCCS(C)(=O)=O)Cc1cnc2ccc(C#N)cn12,0,0,True,False,False,False,False,False,True
ZINC00547234,CC(C)CC1=NO[C@](O)(C(F)(F)F)C1,0,0,True,False,False,False,False,False,True
ZINC77101476,C[C@H]1Cc2c(N)nn(CCO)c2NC1=O,0,0,True,False,False,False,False,False,True
ZINC21029789,CC/[NH+]=C(/SCC)N(C[C@@H]1CC=CCC1)C[C@@H]1CCCO1,0,0,True,False,False,False,False,False,True
ZINC09291209,O=C([O-])CCSc1nccc(=O)[nH]1,0,0,True,False,False,False,False,False,True
ZINC20329248,CCCn1c(NN)nc2cn(CC)nc2c1=O,0,0,True,False,False,False,False,False,True
ZINC49021272,c1cncc(-c2n[nH]cc2C[NH2+]Cc2ccoc2)c1,0,0,True,False,False,False,False,False,True
ZINC89819545,Cc1nsc(NC(=O)c2scnc2C2CC2)n1,0,0,True,False,False,False,False,False,True
ZINC96097533,CO[C@@]1(CNC(=O)c2cccn(C)c2=O)CCSC1,0,0,True,False,False,False,False,False,True
ZINC00093996,O=C(c1ccco1)n1c(=S)nc2ccc(Cl)cn21,0,0,True,False,False,False,False,False,True
ZINC39356274,CCC1=N[C@@H]2SC(N)=C(C#N)[C@H](c3cc(Br)co3)C2=N1,0,0,True,False,False,False,False,False,True
ZINC20615653,O=C1OC(c2cncc(Br)c2)=N/C1=C\c1cc(Br)cs1,0,0,True,False,False,False,False,False,True
ZINC98051960,C[C@@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(CN(C)CCC(F)(F)F)C2=O,0,0,True,False,False,False,False,False,True
ZINC89929884,COCC#CC[N@H+]1CC[C@H](C)C[C@H]1c1ccco1,0,0,True,False,False,False,False,False,True
ZINC03840362,C=CCN1C(=O)[C@@H]2C[C@@H](NC(=O)c3ccncc3)CCN2C1=O,0,0,True,False,False,False,False,False,True
ZINC09306445,C=CCN1C(=S)NC([O-])=C2C1=NC(=O)[C@]2(O)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95627912,C#Cc1cnc2[nH]c(=O)n(C(CC)CC)c2n1,0,0,True,False,False,False,False,False,True
ZINC92454279,Cc1cc(C[N@H+]2CC[C@H](OC(C)(C)C)CC2)c(C)o1,0,0,True,False,False,False,False,False,True
ZINC82955861,NNC(=[NH2+])N1CCn2cc[nH+]c2C1,0,0,True,False,False,False,False,False,True
ZINC95399056,COC(=O)[C@@H]1[C@@H](NC(=O)c2ccc(Cn3cc[nH+]c3)o2)[C@H]2CC[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC02803390,C[C@H](Cn1cc(Cl)cn1)c1nc2c3cnn(C)c3ncn2n1,0,0,True,False,False,False,False,False,True
ZINC04741809,CC[C@@H](Sc1nc(N)cc(=O)[nH]1)C(=O)Nc1nnc(C(C)C)s1,0,0,True,False,False,False,False,False,True
ZINC96201055,CC(C)[N@@H+](C)Cc1cnc2n1CC[N@@H+](Cc1nccs1)C2,0,0,True,False,False,False,False,False,True
ZINC75504836,Cc1[nH]c(-c2nnc(C3CCC3)o2)c(C)c1S(=O)(=O)NC1CC1,0,0,True,False,False,False,False,False,True
ZINC73817100,CC(C)[C@]1(O)CC[C@H]2C(=CC[C@@H]3[C@H]2CCC[C@@]3(C)C(=O)[O-])[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC41004718,CCSc1nc2n(n1)[C@H](c1ccc(Br)o1)C(C(N)=O)=C(C)N2,0,0,True,False,False,False,False,False,True
ZINC71859947,C[N@@H+](CC(=O)NC1(C#N)CCCC1)C[C@@H]1CCCN1c1cccnn1,0,0,True,False,False,False,False,False,True
ZINC20112132,CCN(CC)CC[NH2+]C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@@H]21,0,0,True,False,False,False,False,False,True
ZINC93612300,Cc1nn(C)c(Oc2cccnc2)c1C[N@H+]1CC[C@](O)(C(F)(F)F)C1,0,0,True,False,False,False,False,False,True
ZINC96067942,Cc1ccc(NCc2c[nH+]c3n2CCN(CC[NH+](C)C)CC3)n[nH+]1,0,0,True,False,False,False,False,False,True
ZINC77635306,CC(C)Oc1ncc(C(=O)NC[C@](C)(O)c2ccsc2)cc1Cl,0,0,True,False,False,False,False,False,True
ZINC71281710,CC(C)(C)N1C(=O)C/C(=C/c2c[nH]c3ncccc23)C1=O,0,0,True,False,False,False,False,False,True
ZINC22147783,O=C1[C@@H]2[C@H](C(=O)N1[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[C@@H]1C=C[C@H]2[C@@H]2C[C@H]12,0,0,True,False,False,False,False,False,True
ZINC05575090,C=CCN1/C(=N/C(=O)CCCC(=O)[O-])S[C@@H]2CS(=O)(=O)C[C@H]21,0,0,True,False,False,False,False,False,True
ZINC69570207,C[C@@H](C(=O)Nc1sccc1C(N)=O)N1CCc2cncnc2C1,0,0,True,False,False,False,False,False,True
ZINC65468488,CCc1c[nH+]c(C)nc1N[C@@H](CC)c1ccncc1,0,0,True,False,False,False,False,False,True
ZINC89427828,NS(=O)(=O)N1CCN(CCn2c(=O)oc3cccnc32)CC1,0,0,True,False,False,False,False,False,True
ZINC93421557,C[C@H]([C@@H](C)S(C)(=O)=O)N(C)Cc1cnc(C(C)(C)C)s1,0,0,True,False,False,False,False,False,True
ZINC03895420,CC(C)(C)[C@H]1C/C(=C/c2ccsc2)C(=O)/C(=C/c2ccsc2)C1,0,0,True,False,False,False,False,False,True
ZINC39074390,CC(C)[C@H]1OCCc2conc21,0,0,True,False,False,False,False,False,True
ZINC95404999,NC(=O)NCCCOC(=O)c1sc2sccc2c1Cl,0,0,True,False,False,False,False,False,True
ZINC87131864,CCc1nc2n(n1)CCC[C@@H]2NC(=O)N[C@H]1C[C@@](C)(OC)C1(C)C,0,0,True,False,False,False,False,False,True
ZINC00500910,CNC(=O)N(O)[C@H]1N(C)C(=O)N(CC(=O)OC)C1(C)C,0,0,True,False,False,False,False,False,True
ZINC39077974,[NH3+]CCN(C=O)CCO,0,0,True,False,False,False,False,False,True
ZINC75040823,CCN(CCO)c1cc(C)nc(COC)n1,0,0,True,False,False,False,False,False,True
ZINC97680689,Cc1noc2nc(C(C)C)cc(C(=O)N(C)CCC(F)(F)F)c12,0,0,True,False,False,False,False,False,True
ZINC01692323,CCCCC[C@@]1(/C=N/NC(N)=O)NC(=O)N(C)C1=O,0,0,True,False,False,False,False,False,True
ZINC05417324,CC[C@H]1CC[C@@H](C2=NN3C(C)=CC(C)(C)N=C3S2)CC1,0,0,True,False,False,False,False,False,True
ZINC25626690,NC(=O)N/N=C1\CCC([C@H]2CCC[C@@H]2O)=C1O,0,0,True,False,False,False,False,False,True
ZINC44137463,C[C@@H](O)c1[nH]c(N)nc1C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95072552,[NH3+]C[C@@H]1CCCN(CC(=O)c2nccs2)C1,0,0,True,False,False,False,False,False,True
ZINC95864730,CNC(=O)[C@@H](C)S(=O)(=O)CCSP(=O)(OC)OC,0,0,True,False,False,False,False,False,True
ZINC95929802,Nc1c(F)cncc1CO,0,0,True,False,False,False,False,False,True
ZINC96198211,COC[C@@H]1C[N@H+](Cc2cc(C)on2)Cc2cnn(C)c21,0,0,True,False,False,False,False,False,True
ZINC82029062,O=C[C@@H]1CC1(F)F,0,0,True,False,False,False,False,False,True
ZINC39094256,C=CC#CC(C)(C)OC(N)=O,0,0,True,False,False,False,False,False,True
ZINC39114114,CC1=NC(C#CCO)=C(C)N(O)C1,0,0,True,False,False,False,False,False,True
ZINC39210063,C[C@H](O)c1c[nH]c[nH+]1,0,0,True,False,False,False,False,False,True
ZINC70227200,C[C@H](CNS(C)(=O)=O)C[NH+]1CCCC1,0,0,True,False,False,False,False,False,True
ZINC70632167,C#CCn1ccc(C[NH2+]CCOC)n1,0,0,True,False,False,False,False,False,True
ZINC71388800,CC(C)c1cc(Cn2cc[nH+]c2-c2ccc([C@@H]3CCCCO3)o2)on1,0,0,True,False,False,False,False,False,True
ZINC78180713,C#CC[N@H+]1CC[C@H](C(=O)NCCCOCC2CCOCC2)CC1,0,0,True,False,False,False,False,False,True
ZINC97394385,c1cncc(-n2nc(C3CCOCC3)nc2[C@@H]2CC23CC[NH2+]CC3)c1,0,0,True,False,False,False,False,False,True
ZINC05495061,C#CCOCCCCOC=C,0,0,True,False,False,False,False,False,True
ZINC01737661,CC(C)(C)SCC#CCSC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC04687084,COCC[N@H+]1CC[C@@H](O)[C@H]2CCCC[C@@H]21,0,0,True,False,False,False,False,False,True
ZINC19790772,CC1(C)CC(=O)C(/C=N\[C@H](CC(=O)O)C(=O)[O-])=C([O-])C1,0,0,True,False,False,False,False,False,True
ZINC22263192,Cc1sc2ncnc(SCC(=O)Nc3ncccc3O)c2c1C,0,0,True,False,False,False,False,False,True
ZINC34049630,C#C[C@@]1(F)CN2CCC1CC2,0,0,True,False,False,False,False,False,True
ZINC39059028,COCO[C@H]1CCN(O)C1,0,0,True,False,False,False,False,False,True
ZINC39070594,CC(=O)[C@@H]1CO[C@H](C)C[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC44143845,CS[C@]12CO[C@]3(OCCO)C[C@H]1C=C[C@@H]32,0,0,True,False,False,False,False,False,True
ZINC88328205,Cc1csc(CS(=O)(=O)C[C@H](O)COCc2cccs2)n1,0,0,True,False,False,False,False,False,True
ZINC95500779,CCC#CCn1ncc(N2CCC[N@@H+](C)CC2)cc1=O,0,0,True,False,False,False,False,False,True
ZINC96330697,CCCC[C@H]1CN[C@@H](CC#N)C[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC13235372,Cc1ccc(CCNc2nc(C)c(SC#N)s2)cn1,0,0,True,False,False,False,False,False,True
ZINC05501478,COC1=NON=C(C)C=C1N,0,0,True,False,False,False,False,False,True
ZINC17544530,CCCCCCCC/[NH+]=C1\CC(=O)CC(C)(C)C1,0,0,True,False,False,False,False,False,True
ZINC35975556,NC(=[NH2+])CC1CCCC1,0,0,True,False,False,False,False,False,True
ZINC39099519,CCOn1cnc2c1c(=N)ncn2CC,0,0,True,False,False,False,False,False,True
ZINC63893197,NC(=O)[C@@H]1CCCN(C(=O)CS[C@@H]2NN=C(C3=NC=CC3)O2)C1,0,0,True,False,False,False,False,False,True
ZINC78898845,CC[C@H]1CN(S(=O)(=O)C(C)C)CC[C@@H]1NCc1[nH+]ccn1C,0,0,True,False,False,False,False,False,True
ZINC88602337,CCC[C@@H]1C[C@H]1NC(=O)N[C@@](C)(CO)C1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC92590526,CC[N@H+](Cc1cc(C#N)cs1)[C@H](C)C(C)C,0,0,True,False,False,False,False,False,True
ZINC95630815,NCC1(F)COC1,0,0,True,False,False,False,False,False,True
ZINC34616647,NC(=O)c1n([O-])cc[n+]1[O-],0,0,True,False,False,False,False,False,True
ZINC90550318,CCO[C@@H]1C[C@@H]([N@H+](C)CCn2cc([N+](=O)[O-])ccc2=O)C1(C)C,0,0,True,False,False,False,False,False,True
ZINC95743198,N[NH2+]Cc1cccnn1,0,0,True,False,False,False,False,False,True
ZINC91621470,Cc1ncc(CC(=O)N2CC[N@@H+](C)[C@@]3(CCNC(=O)CC3)C2)c(=O)[nH]1,0,0,True,False,False,False,False,False,True
ZINC97819505,O=C(Nc1cnc2sccn2c1=O)N[C@H]1COC[C@@H]1[NH+]1CCCC1,0,0,True,False,False,False,False,False,True
ZINC14741140,CCOC(=O)c1nn(CC2CC2)c2c1C[N@H+](Cc1ncc(C)[nH]1)CC2,0,0,True,False,False,False,False,False,True
ZINC48561214,Cc1ccc2nc(CSCC(=O)N[C@@]3(C)CCS(=O)(=O)C3)cn2c1,0,0,True,False,False,False,False,False,True
ZINC22379357,C=CCn1c(SCc2nc(N)nc(N(C)C)n2)nnc1-c1ccco1,0,0,True,False,False,False,False,False,True
ZINC06225940,CCOC(=O)N1CCC(=Nn2c(CC)n[nH]c2=S)CC1,0,0,True,False,False,False,False,False,True
ZINC40001862,CC1=C2C(=O)CCCC2=N[C@H]1C(=O)OCC(=O)c1ccc(Cl)s1,0,0,True,False,False,False,False,False,True
ZINC96215572,CCS(=O)(=O)N1C[C@H]2OC[C@@H](Cc3nnc(C)o3)[C@H]2C1,0,0,True,False,False,False,False,False,True
ZINC08650307,C/C=C/C(C)=C/[C@@H](C)C(=O)C[C@H]1C[C@H](CC(N)=O)CC(=O)O1,0,0,True,False,False,False,False,False,True
ZINC63832593,Cc1ccnc(C[C@@H](C)N(C)C(=O)C2=CC3=CC=N[C@@H]3C=C2)c1,0,0,True,False,False,False,False,False,True
ZINC49288889,C=CCO[C@H](C)C(=O)Nc1cnn(CC(N)=O)c1,0,0,True,False,False,False,False,False,True
ZINC69770456,CCn1ccnc1CN1CCCN(C(=O)[C@H](C)Cn2cccn2)CC1,0,0,True,False,False,False,False,False,True
ZINC87085998,CC(C)C[C@@H](C)OCCC(=O)N(Cc1ccco1)[C@H]1CC[N@H+](C)CC1,0,0,True,False,False,False,False,False,True
ZINC89489605,Cc1n[nH]c(C)c1CCOC(=O)[C@@H]1CS[C@@]2(C)CCC(=O)N12,0,0,True,False,False,False,False,False,True
ZINC47560885,COCCn1c(SCCOC(C)C)nc(C)c1C,0,0,True,False,False,False,False,False,True
ZINC91692657,C[C@H](CO)c1ccc2c(n1)N(C(=O)OC(C)(C)C)CCC2,0,0,True,False,False,False,False,False,True
ZINC49379149,Cc1nn(C)c(C)c1[C@@H](C)NC(=O)[C@@H](C)NC(N)=O,0,0,True,False,False,False,False,False,True
ZINC82107265,C[C@]1(Cn2ccnc2-c2ccc(-c3ccn[nH]3)o2)CCCO1,0,0,True,False,False,False,False,False,True
ZINC90700262,COCCNC(=O)N1CCCSC[C@H]1C[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC08648863,COC(=O)c1cnc([S@](=O)CC#N)n1C,0,0,True,False,False,False,False,False,True
ZINC77969862,CC(C)(C)CC(=O)NCCNC(=O)c1ccc2c(n1)NC(=O)CS2,0,0,True,False,False,False,False,False,True
ZINC89800749,CCC(C)(C)[C@H]1CC[C@@H]([NH2+]C2CCN(C[C@H](O)COC)CC2)CC1,0,0,True,False,False,False,False,False,True
ZINC89946771,C#CCN1CCN([C@@H](C)c2nnc(CC(C)C)o2)CC1,0,0,True,False,False,False,False,False,True
ZINC03261770,CCO/C=N/c1c(C#N)cnn1CCC#N,0,0,True,False,False,False,False,False,True
ZINC77830369,C[C@H](CO)[C@@H](C)NC(=O)NCCCCn1ccccc1=O,0,0,True,False,False,False,False,False,True
ZINC86424138,CCC[C@@](C)(CO)NC(=O)N[C@@H](COC)c1ccc(CC)o1,0,0,True,False,False,False,False,False,True
ZINC18250511,NC(=O)C1(N2CCCCC2)CCN([C@@H]2CC(=O)NC2=O)CC1,0,0,True,False,False,False,False,False,True
ZINC39101329,CC#CC[N@@H+]1C[C@H](C)[C@@](O)(CC)C[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC69593544,C=CCOC(=O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC00554856,Cc1nc(C(N)=O)c(S)o1,0,0,True,False,False,False,False,False,True
ZINC83984923,CS(=O)(=O)N1CCCN(c2ccncc2Cl)CC1,0,0,True,False,False,False,False,False,True
ZINC04429892,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,0,0,True,False,False,False,False,False,True
ZINC77322850,CNS(=O)(=O)CCC[N@H+](C(C)C)C1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC83251901,COc1coc(CN[NH3+])c1OC,0,0,True,False,False,False,False,False,True
ZINC48209654,Cc1nn(C)cc1-c1ccnc(N(C)Cc2noc(C(C)C)n2)n1,0,0,True,False,False,False,False,False,True
ZINC91550995,CC(C)[C@]1(O)CN(C(=O)CCCn2cncn2)C[C@H]1C,0,0,True,False,False,False,False,False,True
ZINC16952777,C/C(=N\Nc1nnc([S-])n1N)c1c([O-])cc(C)oc1=O,0,0,True,False,False,False,False,False,True
ZINC38434272,Cc1cc(C2OCCO2)ncc1N,0,0,True,False,False,False,False,False,True
ZINC95835630,C[C@H]1OCc2nc[nH]c(=O)c21,0,0,True,False,False,False,False,False,True
ZINC05766921,CC(=O)O[C@H](C)/C=C/[C@@H]1C(C)=CCCC1(C)C,0,0,True,False,False,False,False,False,True
ZINC44548067,C=N/[NH+]=C(\N)c1cncc(Cl)n1,0,0,True,False,False,False,False,False,True
ZINC20278705,Nc1ccc[nH+]c1N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,0,True,False,False,False,False,False,True
ZINC98051856,CC[C@@H](C)[C@@H](C)NS(=O)(=O)N(C)C(C)C,0,0,True,False,False,False,False,False,True
ZINC05732177,CO[C@H]1[C@H](O)N(CO)C(=O)N1CO,0,0,True,False,False,False,False,False,True
ZINC05783384,CCCCC[C@H](C/C=N/N(C)C)C(O)(C(F)(F)F)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95094340,NC1(c2ccnc(C(F)(F)F)c2)CC1,0,0,True,False,False,False,False,False,True
ZINC13434017,CC#CC#CC#C[C@@H]1O[C@@H]1CO,0,0,True,False,False,False,False,False,True
ZINC78496081,C#CC[N@H+](C[C@H](O)CC(C)C)C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC17054388,C#CC(CC)(CC)NC(=O)[C@@H]1[C@@H](C(=O)[O-])[C@@H]2CC[C@H]1C2=C(C)C,0,0,True,False,False,False,False,False,True
ZINC65564221,CC(C)=C/C(O)=[NH+]/Cc1ccncc1,0,0,True,False,False,False,False,False,True
ZINC79097609,C[C@@H]1CN(S(=O)(=O)CCC(C)(C)C)CCN1S(=O)(=O)CCC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC95922062,C#CCc1ccc[nH]c1=O,0,0,True,False,False,False,False,False,True
ZINC72385535,Cc1cc(N2CCCC[C@@H]2c2cc(CO)[nH]n2)ncn1,0,0,True,False,False,False,False,False,True
ZINC06759733,CC(C)Sc1nc(N(C)CCO)c2sc3c(c2n1)COC(C)(C)C3,0,0,True,False,False,False,False,False,True
ZINC74111948,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)N1CCC[C@@H]1C(N)=O,0,0,True,False,False,False,False,False,True
ZINC39070663,CC(=O)N1C(=O)N=C([O-])[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC40139269,FC(F)(F)c1nnc2ccc(Nc3cnn(C[C@@H]4CCCO4)c3)nn12,0,0,True,False,False,False,False,False,True
ZINC95456078,c1cc(C[NH+]2CCN(C[C@@H]3CC(C4CCCCC4)=NO3)CC2)no1,0,0,True,False,False,False,False,False,True
ZINC49772311,C[C@H]1C(=N)C(=O)c2c(COC(N)=O)c3n(c2C1=O)C[C@H](N)[C@H]3O,0,0,True,False,False,False,False,False,True
ZINC71624563,O[C@H]1CC[NH2+][C@H](C(F)(F)F)C1,0,0,True,False,False,False,False,False,True
ZINC19292265,O=C([C@H]1CCCO1)N1CCCC[C@H]1c1ncc2c(n1)CC[NH2+]C2,0,0,True,False,False,False,False,False,True
ZINC03959130,Nc1nc(=O)n(CCN2C(=O)CS[C@H]2CO)cc1F,0,0,True,False,False,False,False,False,True
ZINC12661723,CCOC(=O)c1[nH+]cn([C@@H]2O[C@H](CO)[C@@H]3OC(C)(C)O[C@@H]32)c1N,0,0,True,False,False,False,False,False,True
ZINC14136425,Cc1oc(-n2cccc2)c(C#N)c1C(=O)OCC(=O)N1CCNC1=O,0,0,True,False,False,False,False,False,True
ZINC01665541,C#CCSC(=S)OCC,0,0,True,False,False,False,False,False,True
ZINC53630391,COC(=O)C[C@@H]1C(=O)CCN(CCc2c[nH+]c[nH]2)C1=O,0,0,True,False,False,False,False,False,True
ZINC44119870,CCCOc1cncc(Br)n1,0,0,True,False,False,False,False,False,True
ZINC22171411,NC(=O)c1cc(CCO)c(C(F)(F)F)nc1[O-],0,0,True,False,False,False,False,False,True
ZINC28690617,Cn1c(=O)c2c(S[C@@H]3CCOC3=O)nc(C(C)(C)C)nc2n(C)c1=O,0,0,True,False,False,False,False,False,True
ZINC00131929,Cc1cc(C)n2nc(C(=O)N/N=C/c3cccnc3)nc2n1,0,0,True,False,False,False,False,False,True
ZINC06922282,CC1=NN(C(=O)[C@H](C)n2nc([N+](=O)[O-])cc2C)[C@@](O)(C(F)(F)F)C1,0,0,True,False,False,False,False,False,True
ZINC86888247,C/[NH+]=C(/NCC[NH2+]C(C)(C)C)NC1CCN(c2ccc(C)c[nH+]2)CC1,0,0,True,False,False,False,False,False,True
ZINC75612483,N#Cc1nc(NCCCC[NH+]2CCN(CCO)CC2)ccc1Cl,0,0,True,False,False,False,False,False,True
ZINC92537280,COCCC[N@@H+](C)Cc1ccc(C(C)(C)C)s1,0,0,True,False,False,False,False,False,True
ZINC78296235,C=C(C)CN1C(=O)C(=O)N(C2CCCC2)C1=O,0,0,True,False,False,False,False,False,True
ZINC89721202,COCCCCSc1nc([O-])c2c(C)cc(C)nc2n1,0,0,True,False,False,False,False,False,True
ZINC84867203,O=C(C[N@@H+](CCC(F)(F)F)C[C@H](O)CO)Nc1ccncc1,0,0,True,False,False,False,False,False,True
ZINC95963482,C/C(N)=C(\C#N)c1csc(CC(F)(F)F)n1,0,0,True,False,False,False,False,False,True
ZINC97475416,C[C@H]1CCCC[N@@H+]1C1CN(C(=O)c2ccc(C(=O)[O-])s2)C1,0,0,True,False,False,False,False,False,True
ZINC39090966,NOCC#Cc1cccs1,0,0,True,False,False,False,False,False,True
ZINC98175094,CC(C)(C)C#C/C=C/Cl,0,0,True,False,False,False,False,False,True
ZINC04188694,C/C(=C/C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)NNC(=O)OC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC20518140,[NH3+]C[C@H](O)COCC(F)(F)C(F)F,0,0,True,False,False,False,False,False,True
ZINC39746085,CCN[C@@H]1N=C(c2[nH]c(C)c(C(=O)OC)c2C)CS1,0,0,True,False,False,False,False,False,True
ZINC71781265,O[C@]1(C#Cc2ccccn2)[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2,0,0,True,False,False,False,False,False,True
ZINC01389095,COCc1cc(S(=O)(=O)C2CCCCC2)nc(C)n1,0,0,True,False,False,False,False,False,True
ZINC01724189,CCOC(=O)Nc1c(Cl)[nH]c(=O)n(C)c1=O,0,0,True,False,False,False,False,False,True
ZINC39050124,NOCc1ccc(N)nc1,0,0,True,False,False,False,False,False,True
ZINC39094829,C1[C@H]2[C@H]3N[C@H]4[C@H]3[NH2+][C@H]2[C@H]14,0,0,True,False,False,False,False,False,True
ZINC49015415,CCO[C@@H](CC)/C([O-])=N/S(=O)(=O)N1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC59386138,CC1=COC=C(C)N1/[NH+]=C(\N)[S-],0,0,True,False,False,False,False,False,True
ZINC68577508,N[C@H]1[C@H]2CCCO[C@@H]12,0,0,True,False,False,False,False,False,True
