mol_id,smiles,ester,phenyl,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC12292076,O=C(COc1ccc(Cl)cc1Br)NNC(=S)NC(=O)c1cccs1,0,0,True,False,False,False,False,False,True
ZINC04817379,Cc1ccc2c(c1)C(C)(C)[C@@]1(C)Oc3ccc([N+](=O)[O-])cc3CN21,0,0,True,False,False,False,False,False,True
ZINC24576265,O=S(=O)(Nc1cccc(Oc2cnccn2)c1)c1ccccc1Br,0,0,True,False,False,False,False,False,True
ZINC69392092,O=c1cc(CN2CCO[C@@H](Cn3cccn3)C2)[nH+]c2ccccn12,0,0,True,False,False,False,False,False,True
ZINC40395857,NC(=S)Nn1ccc2c(nnc3c(-c4ccc(Cl)cc4)cnn32)c1=O,0,0,True,False,False,False,False,False,True
ZINC72941366,CC(C)C[C@@H]1COCC[N@H+]1Cn1ncn(CC(F)(F)F)c1=S,0,0,True,False,False,False,False,False,True
ZINC39960980,CC1=C([C@@H](c2ccc(C)c(Br)c2)c2c(C)n[nH]c2[O-])[C@@H](O)N=N1,0,0,True,False,False,False,False,False,True
ZINC96810091,Cc1ccc2c(c1Cl)CC[NH2+][C@@H]2c1cc(F)ccc1O,0,0,True,False,False,False,False,False,True
ZINC04084134,Cc1cc(C)n2cc(-c3sccc3Cl)c(C(=O)[O-])c2n1,0,0,True,False,False,False,False,False,True
ZINC89223081,Nc1ncnc2c1[C@@H](C#CC[NH3+])N=N2,0,0,True,False,False,False,False,False,True
ZINC06309927,CCCCC1=N[C@@H]2Sc3c(ncn4c(SC)nnc34)[C@@H]2C2=C1CCC2,0,0,True,False,False,False,False,False,True
ZINC96045223,CCOC[C@@H]1CN(S(=O)(=O)N(C)C)Cc2nn(CC)cc21,0,0,True,False,False,False,False,False,True
ZINC96125184,Cc1cccc(S(=O)(=O)N2CC[C@@H](c3[nH+]c4cc[nH+]cc4n3C)C2)c1,0,0,True,False,False,False,False,False,True
ZINC97507882,CCCCc1nnc(NC(=O)c2cc(F)cc3[nH]c(=S)[nH]c23)s1,0,0,True,False,False,False,False,False,True
ZINC93006915,Cc1ccc(-c2[nH]ncc2C[N@@H+](C)Cc2nnc(C)n2C)cc1,0,0,True,False,False,False,False,False,True
ZINC19168959,CC1=CC(=O)N[C@@H](NN)N1,0,0,True,False,False,False,False,False,True
ZINC71786228,C[C@@H]1C[C@@H](O)[C@]23O[C@]12CC(C)(C)C[C@H]1C[C@]13C,0,0,True,False,False,False,False,False,True
ZINC08729716,Cc1[nH]n(C(N)=S)c(=O)c1CCO,0,0,True,False,False,False,False,False,True
ZINC44830782,N[C@H](/C=N/O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,True,False,False,False,False,False,True
ZINC00001071,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC95988301,CC#CCNc1ccc(-n2cnnn2)c(C)c1,0,0,True,False,False,False,False,False,True
ZINC69630970,COCC[C@H](NC(C)=O)C(=O)N1CCN(C[C@H](O)C(C)(C)C)CC1,0,0,True,False,False,False,False,False,True
ZINC97083691,O=[S@@](Cc1cn2cc(Cl)cc(Cl)c2n1)CC1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC83813377,C/C(=N/Nc1ncccn1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,0,True,False,False,False,False,False,True
ZINC98178785,CCN(CC)c1c(Br)c[nH+]cc1Br,0,0,True,False,False,False,False,False,True
ZINC72200047,N[C@H](C[NH3+])c1cccc(S)c1,0,0,True,False,False,False,False,False,True
ZINC83352325,NC(=S)c1cnc(Br)s1,0,0,True,False,False,False,False,False,True
ZINC39103152,C=C1C=CC[C@H](O)[C@H]1C(C)C,0,0,True,False,False,False,False,False,True
ZINC03632327,Cc1cc(OCC[NH+](C)C)c(C(C)C)cc1N,0,0,True,False,False,False,False,False,True
ZINC04301351,COC(=O)N1CCC([N-]/C(N)=N\[N+](=O)[O-])CC1,0,0,True,False,False,False,False,False,True
ZINC13549416,COc1ccccc1CC/N=C(\O)CSc1nc(Cl)nc2nc[n-]c12,0,0,True,False,False,False,False,False,True
ZINC90631018,C[C@H]1CCN(C(=O)[C@H]2COc3ccc(F)cc3C2)[C@H](c2ccco2)C1,0,0,True,False,False,False,False,False,True
ZINC54702325,C#CCN1C(=O)c2ccccc2N[C@@H]1c1c[nH]nc1C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC01019829,CC(C)[C@H]1CC[C@H](C)c2c(-c3ccc4ccccc4c3)n[nH]c21,0,0,True,False,False,False,False,False,True
ZINC95467152,O=S(=O)(N[C@@H]1CC[NH2+]C1)c1ccc(Br)c(Cl)c1,0,0,True,False,False,False,False,False,True
ZINC96215572,CCS(=O)(=O)N1C[C@H]2OC[C@@H](Cc3nnc(C)o3)[C@H]2C1,0,0,True,False,False,False,False,False,True
ZINC05824548,C[C@@H]1Sc2ccc(C(=O)N(C)Cc3ccccc3Cl)cc2NC1=O,0,0,True,False,False,False,False,False,True
ZINC28293999,Cc1cccc([C@@H](NC(=O)C(Cl)(Cl)Cl)Oc2ccccc2C(N)=O)c1,0,0,True,False,False,False,False,False,True
ZINC34597851,O[C@H]1CO[C@H](CI)C1,0,0,True,False,False,False,False,False,True
ZINC34857976,Nc1scc[n+]1CC(=O)Nc1ccc2c(c1)OC(F)(F)O2,0,0,True,False,False,False,False,False,True
ZINC39058255,CO/N=C(\C(=[NH2+])NO)C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC34865862,C[NH+](C)CC#CCC[NH3+],0,0,True,False,False,False,False,False,True
ZINC39055896,CCC[C@]12CC[C@](C(=O)Cl)(CC1)CC2,0,0,True,False,False,False,False,False,True
ZINC45945982,C#CCOc1cccc(C[NH2+]CCC2=CCCCC2)c1,0,0,True,False,False,False,False,False,True
ZINC04155362,CCCc1nc2ccc(Br)cn2c1Nc1c(C)cccc1C,0,0,True,False,False,False,False,False,True
ZINC39438521,COC[C@@H]1CCN([C@H]2N=C(N)[NH+]=C3N=NC=C32)C1,0,0,True,False,False,False,False,False,True
ZINC63932380,NC1=NC(=O)CC([O-])=N1,0,0,True,False,False,False,False,False,True
ZINC75279818,N/C(=[NH+]\NC(=S)N1CCCC1)c1ccncc1,0,0,True,False,False,False,False,False,True
ZINC16940156,CN(C)/C=C(/N=C(C#N)C#N)C1OCCO1,0,0,True,False,False,False,False,False,True
ZINC22172247,O=[N+]([O-])C1=C(O)N[C@]2(O)C[C@H]1[C@H]1CO[C@@H]2O1,0,0,True,False,False,False,False,False,True
ZINC13132435,NC(=S)/[NH+]=N\c1c(O)[nH]c2ccc(F)cc12,0,0,True,False,False,False,False,False,True
ZINC19973704,O=S1(=O)C[C@@H](N2CCCCC2)[C@H]([NH+]2CCCCC2)C1,0,0,True,False,False,False,False,False,True
ZINC02315309,N#CCSc1nsc2sc(C#N)c(N)c12,0,0,True,False,False,False,False,False,True
ZINC04844175,CNC(=O)O/N=C(\C(C)=O)[C@@H]1[C@H](CC#N)C1(C)C,0,0,True,False,False,False,False,False,True
ZINC20057727,C=CCS/C(N)=[NH+]\N=C\c1cc([N+](=O)[O-])cc(Br)c1[O-],0,0,True,False,False,False,False,False,True
ZINC71422283,CCCn1ccnc1C[N@@H+]1CCc2[nH]cnc2[C@H]1c1c[nH]cn1,0,0,True,False,False,False,False,False,True
ZINC67922004,CCc1nc(N)sc1C(=O)N[C@@H](c1nnc2n1CC[NH2+]CC2)C(C)C,0,0,True,False,False,False,False,False,True
ZINC00558553,COc1c(C)cc(Br)cc1C(=O)Nc1nnn(C)n1,0,0,True,False,False,False,False,False,True
ZINC05643312,Cc1cc(C)c(C#N)c(SCC(=O)N[C@@H]2CCC[C@H](C)[C@@H]2C)n1,0,0,True,False,False,False,False,False,True
ZINC89507473,Cc1ccc(Nc2cccc(C(=O)NCc3csc(=O)[nH]3)c2)[nH+]n1,0,0,True,False,False,False,False,False,True
ZINC96993692,Cn1c(Cl)cnc1CNc1ccc2c3c(cccc13)CC2,0,0,True,False,False,False,False,False,True
ZINC43464146,Nc1nc2c(c(C(F)(F)F)n1)C[C@H]([NH3+])CC2,0,0,True,False,False,False,False,False,True
ZINC39698304,FC1=CN=C[C@H]1F,0,0,True,False,False,False,False,False,True
ZINC77353326,CC1=C(C(=O)N2CCOC[C@@](O)(C[NH+]3CCCC3)C2)SC2=NCCN21,0,0,True,False,False,False,False,False,True
ZINC64858161,CC/C=C\C/C=C/C/C=C\C/C=C\C[C@@H](O)/C=C/C=C\CCC(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC03891779,Cc1cc([O-])c2n(CC(=O)NN)nc[n+]2n1,0,0,True,False,False,False,False,False,True
ZINC13306551,C[C@@H](CSSC[C@@H](C)[N+](C)(C)C)[N+](C)(C)C,0,0,True,False,False,False,False,False,True
ZINC19323062,C[C@]12CN3C[C@](C)(C[N@@H+](C1)[C@H]3C1CCCC1)C2=O,0,0,True,False,False,False,False,False,True
ZINC97108344,Cc1noc([C@@H]2COCCN2c2ncnc3cc(F)c(F)cc23)n1,0,0,True,False,False,False,False,False,True
ZINC57477956,CN(C)/C=N/c1cc(=O)[nH]c(=O)n1-c1ccc(F)cc1,0,0,True,False,False,False,False,False,True
ZINC96296798,Cc1cn2c(/C=C\C(=O)N3C[C@H](C(N)=O)CC[C@@H]3C)c(C)nc2s1,0,0,True,False,False,False,False,False,True
ZINC03898662,CC(C)(C)NC(=O)c1ccc2c3c(onc13)-c1ccccc1C2=O,0,0,True,False,False,False,False,False,True
ZINC49441737,c1ccc2oc(N3C[C@H]4C[C@@H]5C[C@H](C4)C[C@H]3C5)nc2c1,0,0,True,False,False,False,False,False,True
ZINC66483210,N#Cc1ccnc(SC[C@H](O)C[N@@H+]2CCc3ccccc3C2)c1,0,0,True,False,False,False,False,False,True
ZINC90626147,O=S(=O)(Cc1ccc(Cl)cc1)NC[C@@]1(O)CCOc2ccccc21,0,0,True,False,False,False,False,False,True
ZINC72364544,Cc1cn[nH]c1[C@@]1(C)CN(S(=O)(=O)c2cn(C)cn2)CCO1,0,0,True,False,False,False,False,False,True
ZINC58962137,Cc1cc2sc([N-]S(=O)(=O)c3ccccc3C)nc2cc1[N+](=O)[O-],0,0,True,False,False,False,False,False,True
ZINC72291842,C#CCNC(=O)CN1CCCc2ccc(S(=O)(=O)N(C)C)cc21,0,0,True,False,False,False,False,False,True
ZINC02267767,C/C=C/C[N+]1(CC#Cc2cccc3ccccc23)CCCCC1,0,0,True,False,False,False,False,False,True
ZINC67642401,CC(C)(O)C#Cc1ccc([C@H]2CC(=O)Nc3cc4[nH]ncc4cc32)s1,0,0,True,False,False,False,False,False,True
ZINC01529996,CSC[C@H](O)[C@H](O)C(=O)COP(=O)([O-])[O-],0,0,True,False,False,False,False,False,True
ZINC39139073,C#C[C@H]1C=CC=NN1C(=O)OCC,0,0,True,False,False,False,False,False,True
ZINC33376869,CCCC[N+]1=CCN(C)[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC02900815,CC(C)(C)[NH2+][C@H](NC(=O)N[C@@H]([NH2+]C(C)(C)C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0,0,True,False,False,False,False,False,True
ZINC31331687,CNC(=[NH2+])NCCSS(=O)(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC86888247,C/[NH+]=C(/NCC[NH2+]C(C)(C)C)NC1CCN(c2ccc(C)c[nH+]2)CC1,0,0,True,False,False,False,False,False,True
ZINC43199254,CO[C@H]1O[C@@H](CO)C=C[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC91252874,[O-]c1cncc(SC(F)(F)F)n1,0,0,True,False,False,False,False,False,True
ZINC72192569,C[NH+]1CCN(c2ncc(N)s2)CC1,0,0,True,False,False,False,False,False,True
ZINC85483683,NS(=O)(=O)C1=CC[C@@H](/C=C\C(=O)[O-])C=C1,0,0,True,False,False,False,False,False,True
ZINC09367006,C=Cn1ccnc1[C@](O)(c1c(C)noc1N)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC16450212,Nc1ccccc1S[C@H]1/C(=N/O)[C@H]2CC[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC97161836,C[C@H](C#N)N1CCC([C@](C)(O)C(F)(F)F)CC1,0,0,True,False,False,False,False,False,True
ZINC78546362,C#Cc1cc(N2CCCCC2)cc2nonc12,0,0,True,False,False,False,False,False,True
ZINC79385175,COCCSCc1ccc(OC)c(OC)c1Br,0,0,True,False,False,False,False,False,True
ZINC19203197,CC[NH+](CC)CCOCOCC#CCN1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC67173788,Nc1nc(-c2ccc(C3CCCCC3)cn2)ns1,0,0,True,False,False,False,False,False,True
ZINC72339636,Cn1cc(C#CC(=O)[O-])cn1,0,0,True,False,False,False,False,False,True
ZINC40166898,CCCCCSC(=S)N[C@@H]1C=CS(=O)(=O)C1,0,0,True,False,False,False,False,False,True
ZINC00971369,COc1ccc2c(c1)C=C[C@]1(O2)Oc2cccc3c(OC)ccc1c23,0,0,True,False,False,False,False,False,True
ZINC36437074,NNC(=O)c1n[nH]c([N-][N+](=O)[O-])n1,0,0,True,False,False,False,False,False,True
ZINC89733376,Fc1ccc2c(c1)[C@H]([NH2+][C@@H]1CCCN(c3cccnn3)C1)CCS2,0,0,True,False,False,False,False,False,True
ZINC05651531,CC[C@H]1C[C@@]2(C)[C@@H](C[C@@H](F)[C@@H]2O)[C@@H]2CCc3cc(O)ccc3[C@@H]12,0,0,True,False,False,False,False,False,True
ZINC91656719,Cc1ccc2oc(-c3cn(Cc4ccc(CO)cc4)nn3)c(C)c2c1,0,0,True,False,False,False,False,False,True
ZINC14034876,Cc1nc2n(c(=O)c1C)[C@H](CC(=O)N[C@@H]1C[C@H](C)CC(C)(C)C1)CS2,0,0,True,False,False,False,False,False,True
ZINC12305830,Cc1[nH]cc(C[N@H+]2CC[C@H](n3nccc3NC(=O)CC(C)C)CC2)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC39101632,CCc1nnc([S-])n1/N=C\CC(C)C,0,0,True,False,False,False,False,False,True
ZINC73609472,C#CCN/C(NCC[NH+](C(C)C)C(C)C)=[NH+]\C,0,0,True,False,False,False,False,False,True
ZINC77024200,O=c1ccc2c([N+](=O)[O-])c(I)ccc2o1,0,0,True,False,False,False,False,False,True
ZINC49502232,COCCOCC/C([O-])=N/S(=O)(=O)c1[nH+]cn(C)c1Cl,0,0,True,False,False,False,False,False,True
ZINC39709211,S=C1N=[NH+][C@@H](c2ccccc2Br)O1,0,0,True,False,False,False,False,False,True
ZINC96112933,Fc1ccc(-c2c[nH+]c3n2C[C@H](CNCc2nccs2)OC3)cc1,0,0,True,False,False,False,False,False,True
ZINC97095884,CSc1cncc(N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)n1,0,0,True,False,False,False,False,False,True
ZINC06659535,O=C1C[C@H](Sc2nc(-c3ccco3)cc(C(F)(F)F)n2)[C@H]2CO[C@@H]1O2,0,0,True,False,False,False,False,False,True
ZINC46867235,O=C1CN(C(=O)Cn2ccc(C(F)(F)F)n2)CCN1,0,0,True,False,False,False,False,False,True
ZINC01689474,COP(=O)(OC)Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,0,0,True,False,False,False,False,False,True
ZINC32091226,O=C([O-])CCNC(=O)CCn1ccc2cc(Br)ccc21,0,0,True,False,False,False,False,False,True
ZINC39557901,Cc1cc(C)n(CC2=C[C@@H](C(=O)N(C)[C@H](C)c3ccon3)N=N2)n1,0,0,True,False,False,False,False,False,True
ZINC05532969,Cc1ccc([C@H]2C3=C(N=C4NC=NN42)c2ccccc2OC3)cc1,0,0,True,False,False,False,False,False,True
ZINC05753159,Cc1nc(-c2c(C(F)(F)F)oc3c(Br)c(O)ccc3c2=O)cs1,0,0,True,False,False,False,False,False,True
ZINC78267578,COC[C@@H](O)CNc1c(C#N)cnc2c(C)cc(F)cc12,0,0,True,False,False,False,False,False,True
ZINC19795439,[NH3+][C@H]1CCc2cccc(Br)c2[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC05355614,COC(CN=[N+]=[N-])OC,0,0,True,False,False,False,False,False,True
ZINC31168686,C[C@@H]1C[C@H](O)[C@@H](/C=C/C=C/c2cc3c(Cl)c(O)cc(O)c3c(=O)o2)O1,0,0,True,False,False,False,False,False,True
ZINC72230694,C#C[C@H]1CCCCN1,0,0,True,False,False,False,False,False,True
ZINC79069318,CC(C)(C)[C@H](c1ccc(O)cc1)c1cocn1,0,0,True,False,False,False,False,False,True
ZINC15024358,Cn1c(=O)cc([C@@H]2O[C@@H]3CCCC[C@@H]3c3sccc32)c2ccccc21,0,0,True,False,False,False,False,False,True
ZINC59370757,N#C[C@@H]1C([O-])=NC(=S)N[C@H]1c1ccc(Cl)cc1Cl,0,0,True,False,False,False,False,False,True
ZINC22073472,CCNC[C@@H]1CCCC[N@H+]1CC,0,0,True,False,False,False,False,False,True
ZINC40158177,C[C@H](c1ccccc1F)[N@@H+](CN1C(=O)CC2(CCCC2)C1=O)C1CC1,0,0,True,False,False,False,False,False,True
ZINC91943187,CCCSCC(=O)N1C[C@H]2CC[C@@H]1CN(Cc1[nH]c[nH+]c1C)C2,0,0,True,False,False,False,False,False,True
ZINC63255573,N#Cc1c(Cl)nsc1NCC1(c2ccc3c(c2)OCO3)CCOCC1,0,0,True,False,False,False,False,False,True
ZINC78899249,C[C@@H](Sc1nc(CCC2CCCC2)n[nH]1)c1nc(-c2nc[nH]n2)no1,0,0,True,False,False,False,False,False,True
ZINC11936001,C#CC[N@H+](Cc1cnc(S(=O)(=O)CC)n1CCCC)C1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC19359259,C#CCN1CCN(CC#N)C[C@]12CCOC(C)(C)C2,0,0,True,False,False,False,False,False,True
ZINC05477670,Cc1[nH]c2c(ccc3ccccc32)c1[C@@H]1[C@H](CC[NH3+])C1(C)C,0,0,True,False,False,False,False,False,True
ZINC95427542,Cc1cc([C@@H]([NH2+]Cc2cc(C(N)=O)cs2)C(C)C)c(C)s1,0,0,True,False,False,False,False,False,True
ZINC00533271,COc1ccc(C2=Nn3c(nnc3-c3ccc(F)cc3)SC2)cc1,0,0,True,False,False,False,False,False,True
ZINC72478845,COc1ccc([C@H](O)C(=O)NCc2c(C)[nH+]cc3c2CCNC3)cc1,0,0,True,False,False,False,False,False,True
ZINC11479716,C=C1c2ccccc2C(=O)N1CC(=O)Nc1ccccc1OC(F)F,0,0,True,False,False,False,False,False,True
ZINC20033471,C#CC[NH2+]CCN1CCNC1=O,0,0,True,False,False,False,False,False,True
ZINC02481487,OCC#CCSc1cccc2cccnc12,0,0,True,False,False,False,False,False,True
ZINC20130679,CC(C)=CCC[C@H](C)C[C@H]1OC[C@@H](C[NH+]2CCCCC2)O1,0,0,True,False,False,False,False,False,True
ZINC24990839,Cc1ccc(Sc2nc(NCCO)c3ccccc3n2)cc1,0,0,True,False,False,False,False,False,True
ZINC80053369,COCc1ccc(C)cc1O[C@H]1CC[C@@H](COC)[NH2+]C1,0,0,True,False,False,False,False,False,True
ZINC08873280,COCc1nnn(-c2nonc2N)c1C(=O)N/N=C/[C@H]1CC=CCC1,0,0,True,False,False,False,False,False,True
ZINC40398604,CCCn1ccc2nc3ccn(N)c(=O)c3cc2c1=O,0,0,True,False,False,False,False,False,True
ZINC93418440,CCCOc1ccc(CN2CCO[C@H](C)[C@@H]2C)c(O)c1,0,0,True,False,False,False,False,False,True
ZINC39125327,Cn1c(=O)c(NC(=O)CO)c(N)n(N2CCCCC2)c1=O,0,0,True,False,False,False,False,False,True
ZINC64637995,C[C@H]1CC[C@@H]2[C@H](C)[C@H](O)O[C@H]3O[C@]4(C)CC[C@H]1[C@@]32OO4,0,0,True,False,False,False,False,False,True
ZINC13534224,Cc1cc2cc3c(cc2[nH]c1=S)CCC3,0,0,True,False,False,False,False,False,True
ZINC01843147,C[N+]1(C)CCC[C@H](C#CC[N+]2(C)CCOCC2)C1,0,0,True,False,False,False,False,False,True
ZINC38145682,C#CCO/N=C1/C[N@H+]2CC[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC42040387,CC(C)[C@@H](N)c1n[nH]c(=O)[nH]1,0,0,True,False,False,False,False,False,True
ZINC22061644,C/C=C1\C[N@@H+]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,0,True,False,False,False,False,False,True
ZINC22055744,CC(C)CCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@H](O)[C@H]2O)cc1F,0,0,True,False,False,False,False,False,True
ZINC01544881,CN(C)c1cccc2c(S(=O)(=O)NCCCCC[NH3+])cccc12,0,0,True,False,False,False,False,False,True
ZINC91843820,NC(=O)NC(=O)CC[N@H+]1CC=C(c2ccccc2Cl)CC1,0,0,True,False,False,False,False,False,True
ZINC34179235,O=C1CCN2CC[C@H]1C2,0,0,True,False,False,False,False,False,True
ZINC03953290,Oc1ccc(I)nc1I,0,0,True,False,False,False,False,False,True
ZINC69250470,OCCCN(Cc1ccc(Cl)nc1)CC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC00844068,Cc1ccc([C@]2(C(F)(F)F)N=C3Sc4ccccc4N3C(=O)N2)cc1,0,0,True,False,False,False,False,False,True
ZINC90147884,NC(=O)CNC(=O)CSCC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95429815,NC(=O)[C@H]1CCCC[C@@H]1NC(=O)c1sccc1SC(F)F,0,0,True,False,False,False,False,False,True
ZINC39081588,C#CC#C/C=C\N1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC40148370,[S-][C@H]1N=N[C@@H]([C@H]2C=CC=[NH+]2)O1,0,0,True,False,False,False,False,False,True
ZINC72266298,CC#CO[C@@H]1CC2CCN1CC2,0,0,True,False,False,False,False,False,True
ZINC89261843,C#CCOCCc1nc(-c2cc(F)c(F)c(F)c2)no1,0,0,True,False,False,False,False,False,True
ZINC01739798,Cn1c(=O)cc(NCCCO)n(Cc2ccc(S(C)(=O)=O)cc2)c1=O,0,0,True,False,False,False,False,False,True
ZINC39082769,CCC(=[NH2+])N1CC[NH+](CC)CC1,0,0,True,False,False,False,False,False,True
ZINC89943310,CCSC[C@H](C)[N@@H+](C)C[C@@H](O)CC,0,0,True,False,False,False,False,False,True
ZINC57327513,NC(=O)/C=C/c1ccc(-c2ccc(Br)c(C(F)(F)F)c2)o1,0,0,True,False,False,False,False,False,True
ZINC77836554,N#Cc1ccc(NC(=O)C(=O)NCCCCNc2cccc[nH+]2)cc1,0,0,True,False,False,False,False,False,True
ZINC86962789,CC(C)Cc1ccc([C@@H]2NC(=[NH2+])Nc3nc4ccccc4n32)cc1,0,0,True,False,False,False,False,False,True
ZINC89521353,CCO[C@@H](C)c1[nH+]ccn1CC(=O)NCc1ccc(Cl)cc1,0,0,True,False,False,False,False,False,True
ZINC97775495,COCCn1cncc1C[N@@H+]1CCN(c2nc(N)cc[nH+]2)C[C@H](O)C1,0,0,True,False,False,False,False,False,True
ZINC32911349,CNc1nc(C)[nH]c(=O)c1Cl,0,0,True,False,False,False,False,False,True
ZINC97020178,CC(C)CN(CC(N)=O)c1cc[nH+]c(C(C)(C)C)n1,0,0,True,False,False,False,False,False,True
ZINC16958936,CC1(C)OC[C@@H]([C@H](O)[C@@H]2OC(C)(C)O[C@H]2C=O)O1,0,0,True,False,False,False,False,False,True
ZINC75403549,COCC(=O)N[C@H]1C[C@@H](CO)[N@H+](Cc2cc(F)c(F)c(F)c2)C1,0,0,True,False,False,False,False,False,True
ZINC22049267,CC(C)[C@@H]1OCN2C(=O)[C@H](C)[C@H](O)[C@@]12CO,0,0,True,False,False,False,False,False,True
ZINC25185841,C[C@@H]1CCC2=NN(C(N)=S)[C@@](O)(C(F)(F)F)[C@@H]2C1,0,0,True,False,False,False,False,False,True
ZINC49079745,COC[C@H](C)/[NH+]=C(/N)SCC(=O)N(C)C1CC1,0,0,True,False,False,False,False,False,True
ZINC04043695,Cc1ccc([C@@]2(CC[NH3+])CCO[C@@H](C(C)C)C2)cc1,0,0,True,False,False,False,False,False,True
ZINC39110459,C#CC1=C(C)[C@@H](OC(=O)OC=C)C[C@H](O)C1,0,0,True,False,False,False,False,False,True
ZINC72257187,CCn1ncc(Br)c1C(=O)NC[C@H](O)C[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC41061297,CCC[NH2+][C@H](CCC)c1nccs1,0,0,True,False,False,False,False,False,True
ZINC67898089,OCc1cc(CC2([NH2+][C@H]3CC[C@@H](CO)CC3)COC2)no1,0,0,True,False,False,False,False,False,True
ZINC84686812,CC(C)C[C@](C)(NC(=O)CCNC(=O)[C@H]1C[C@@H]1C)C(N)=O,0,0,True,False,False,False,False,False,True
ZINC65393443,O=C1[C@@H]2C[C@H](O)CCN2C(=O)CN1Cc1csc2ccc(Cl)cc12,0,0,True,False,False,False,False,False,True
ZINC06275704,Cc1cc(C(F)(F)F)nc(/N=C(\N)Nc2ccc3ccccc3c2)n1,0,0,True,False,False,False,False,False,True
ZINC83251512,CC(=O)Nc1on[n+](C2CCCCC2)c1[C@H](C)O,0,0,True,False,False,False,False,False,True
ZINC75105620,COCc1ccccc1CNC(=O)C[NH2+]C1(C(N)=O)CCCCC1,0,0,True,False,False,False,False,False,True
ZINC96336593,CO[C@]12CC[C@@H](C(C)(C)C)CC1=C(C#N)C(C#N)=C(N)O2,0,0,True,False,False,False,False,False,True
ZINC15839269,C=CCSc1nn(C)c2nc3c(c(=O)n12)C(C)(C)Cc1ccccc1-3,0,0,True,False,False,False,False,False,True
ZINC20443659,Cc1nocc1C=O,0,0,True,False,False,False,False,False,True
ZINC59538712,NNC1=[NH+][C@@H]2CCCC[C@@H]2N1,0,0,True,False,False,False,False,False,True
ZINC83308179,CCCCCC[C@]1(C)OCO/C1=C/C[N+](C)(C)C,0,0,True,False,False,False,False,False,True
ZINC72403883,COc1cc(-c2c3cnn(C(C)C)c3nc3[nH]c(=O)sc23)ccc1O,0,0,True,False,False,False,False,False,True
ZINC00319414,c1cc[n+](CC2OCc3ccccc3CO2)cc1,0,0,True,False,False,False,False,False,True
ZINC79030902,C=C[C@H](N)c1cnc2[nH]ccc2c1,0,0,True,False,False,False,False,False,True
ZINC19735185,CC(C)(N)C#N,0,0,True,False,False,False,False,False,True
ZINC39210362,CC1=NC(=O)[C@H](C#N)C(C)=C1Cl,0,0,True,False,False,False,False,False,True
ZINC79001557,CC(C)OCCS(=O)(=O)N[C@H]1CC[C@H](C(F)(F)F)CC1,0,0,True,False,False,False,False,False,True
ZINC01702324,C[C@@H]1CCC[C@H](C[N+](C)(C)C)C1=O,0,0,True,False,False,False,False,False,True
ZINC12340304,N/C(=N/OC(=O)/C=C/c1csc([N+](=O)[O-])c1)c1c(F)cccc1F,0,0,True,False,False,False,False,False,True
ZINC21953223,NC(=[NH2+])[CH-]F,0,0,True,False,False,False,False,False,True
ZINC95374838,CC(C)c1cc(N(C)CCC2(O)CCCC2)nc(N)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC28295160,C#CCC(C)(C)OC[C@@H](O)C[NH+]1C(C)(C)CCCC1(C)C,0,0,True,False,False,False,False,False,True
ZINC39049617,COCC#C[C@@H]1OC[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC97944219,CC/N=C(\[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC05009649,O=C1/C(=N\[O-])CC2(C/C1=N\O)OCCO2,0,0,True,False,False,False,False,False,True
ZINC39049559,CCOC#C[C@@H]1CC(=O)N1,0,0,True,False,False,False,False,False,True
