mol_id,smiles,ester,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC04945416,CC(=O)[C@H](C)Sc1sc2c([O-])cc(=O)[nH]c2c1C#N,0,0,True,False,False,False,False,False,True
ZINC93498004,C=CCCCCC[N@@H+](C)Cc1ccn(C)c1,0,0,True,False,False,False,False,False,True
ZINC95348350,COCOc1cnc(Cl)cc1/C=C/N(C)C,0,0,True,False,False,False,False,False,True
ZINC65371888,Cc1ccc(-c2nnc(C[NH2+]CCSc3nnnn3C)o2)n1C,0,0,True,False,False,False,False,False,True
ZINC85265837,CO[C@H](C)/C(N)=N/OCC(=O)N[C@@H](C)CCCC(C)C,0,0,True,False,False,False,False,False,True
ZINC96078232,C[N@H+]1CC[C@]2(CC1)COCCN(c1ccc[nH+]c1)C2,0,0,True,False,False,False,False,False,True
ZINC77114174,CCCCc1noc([C@H](C)[S@](=O)Cc2coc(-c3cccs3)n2)n1,0,0,True,False,False,False,False,False,True
ZINC12342706,C#CCO[C@@H]1N=C(N[N+](=O)[O-])N[C@@H]1OCC#C,0,0,True,False,False,False,False,False,True
ZINC06487362,C[C@@H]([C@@H](C)Cl)[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC67050486,CCn1c(CNC(=O)/C=C/c2cncc(F)c2)n[nH]c1=S,0,0,True,False,False,False,False,False,True
ZINC69417891,Cc1ccoc1C(=O)Nc1scc(C2CCCCC2)c1C(N)=O,0,0,True,False,False,False,False,False,True
ZINC98023198,CN1N=C(N)C2=CN([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[C@H]3N=C[NH+]=C1[C@H]23,0,0,True,False,False,False,False,False,True
ZINC38479779,COCCSc1nc(=O)n(CCCO)c2c1CCCC2,0,0,True,False,False,False,False,False,True
ZINC39049833,C#CC1=CCCC12OCCO2,0,0,True,False,False,False,False,False,True
ZINC87775448,Nc1nn(CCF)cc1Cl,0,0,True,False,False,False,False,False,True
ZINC95720220,CN(C)C1=CC=N[C@H](C#N)[C@@H]1OC1CC1,0,0,True,False,False,False,False,False,True
ZINC40168748,CC(C)CSC(=S)N[C@@H]1C=CS(=O)(=O)C1,0,0,True,False,False,False,False,False,True
ZINC00340189,CC(=O)C1=C(C)NC(=S)N[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC31415784,C[S@](=O)[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC32213391,C#C[C@@]1(O)C[C@@H]2C=C[C@H]1C2,0,0,True,False,False,False,False,False,True
ZINC04132697,Nc1nonc1/N=N/N(CC(=O)N1CCOCC1)c1nonc1N,0,0,True,False,False,False,False,False,True
ZINC67884523,CCC[N@H+]1CC[C@H](Cc2noc(C3([NH3+])CCCC3)n2)CC1,0,0,True,False,False,False,False,False,True
ZINC95427577,CCc1[nH]nc(NCc2nc(C)ccc2O)c1C,0,0,True,False,False,False,False,False,True
ZINC38545648,C[N@@H+]1CCC2=C(C1)[C@H](NCCO)N=C1N=NC(N)=C12,0,0,True,False,False,False,False,False,True
ZINC16952777,C/C(=N\Nc1nnc([S-])n1N)c1c([O-])cc(C)oc1=O,0,0,True,False,False,False,False,False,True
ZINC96065233,Cc1noc([C@H]2COC[C@H]3C[N@@H+](C4CCOCC4)C[C@H]32)n1,0,0,True,False,False,False,False,False,True
ZINC06219504,Cn1cnc(SCC#CCSc2ncn(C)n2)n1,0,0,True,False,False,False,False,False,True
ZINC02169061,C=C[C@H](C)C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC05178930,O=[N+]([O-])OC[C@H](CO)O[N+](=O)[O-],0,0,True,False,False,False,False,False,True
ZINC95528802,CSCCc1nc(CCC(F)(F)F)n(C(C)(C)C)n1,0,0,True,False,False,False,False,False,True
ZINC39102947,CCC[C@]1(CC)C(=O)NC([S-])=NC1=S,0,0,True,False,False,False,False,False,True
ZINC01809789,C#CC[N+](C)(C)CCCCCCCCC,0,0,True,False,False,False,False,False,True
ZINC05494285,C#C[C@@H](OC(=O)NC(=O)CCBr)C(Cl)(Cl)Cl,0,0,True,False,False,False,False,False,True
ZINC39110269,CO[C@H]1C#CCCCC(C)(C)C/C=C(/C)C1,0,0,True,False,False,False,False,False,True
ZINC03108465,CCNC(=O)CCCCCCCCC#CC#CCO,0,0,True,False,False,False,False,False,True
ZINC05741739,C#CCCO[C@@]1(OC)N=NC(C)(C)O1,0,0,True,False,False,False,False,False,True
ZINC95830993,CC(C)(C)O/C([O-])=N/c1nc(S(C)(=O)=O)ncc1Cl,0,0,True,False,False,False,False,False,True
ZINC03327354,Cc1c(C(=O)NN)sc2c1C(=O)NNS2(=O)=O,0,0,True,False,False,False,False,False,True
ZINC40024354,N#CC1=C(N)[NH+]=N[C@@H]1OCCCO,0,0,True,False,False,False,False,False,True
ZINC63974787,COCCC[C@H]1N=C(c2cc(C)n(-c3nc[nH]n3)c2C)CS1,0,0,True,False,False,False,False,False,True
ZINC97717082,Cc1n[nH]c(C[N@@H+]2CCN(C(=O)CCC(=O)[O-])C[C@H](O)C2)c1Cl,0,0,True,False,False,False,False,False,True
ZINC96084356,O=C(c1ccsc1)N1CCCn2nnc(COCCO)c2C1,0,0,True,False,False,False,False,False,True
ZINC72416952,Nc1n[nH]c(-n2cccc2)n1,0,0,True,False,False,False,False,False,True
ZINC83251901,COc1coc(CN[NH3+])c1OC,0,0,True,False,False,False,False,False,True
ZINC40465856,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O)[C@H](O)[C@@H]2O)c1,0,0,True,False,False,False,False,False,True
ZINC67173699,Nc1nc(-c2cccc([N+](=O)[O-])n2)ns1,0,0,True,False,False,False,False,False,True
ZINC97164334,C=C(Br)CN1C[C@@H](C)N(CC(=C)Br)[C@H](C)C1,0,0,True,False,False,False,False,False,True
ZINC95756723,Br[C@@H]1C=NN=N1,0,0,True,False,False,False,False,False,True
ZINC96136099,CCCN1CCc2[nH]c[nH+]c2C12CCN(c1nnc(C(C)C)s1)CC2,0,0,True,False,False,False,False,False,True
ZINC05112678,O[C@H]([C@H](O)C(F)(F)F)[C@@H](O)[C@@H](O)C=S,0,0,True,False,False,False,False,False,True
ZINC40825393,CCOC(=O)N/N=C1\CCCc2oc(C(=O)N[C@@H](C)CC)c(C)c21,0,0,True,False,False,False,False,False,True
ZINC83245954,CC[n+]1cc(NC(=O)CSc2nc(C)c(C)c(C)c2C#N)on1,0,0,True,False,False,False,False,False,True
ZINC90725428,CS[C@@H](C)C[NH2+][C@H]1CC(C)(C)OC1(C)C,0,0,True,False,False,False,False,False,True
ZINC96042652,CNC(=O)[C@H]1CO[C@H]2CCN(S(=O)(=O)c3cn(C)cn3)C[C@H]2C1,0,0,True,False,False,False,False,False,True
ZINC12186483,CCCn1ncc(C[N@@H+]2[C@H]3CC[C@@H]2c2cnc(C)nc2C3)c1C,0,0,True,False,False,False,False,False,True
ZINC38768659,C[C@@H](O)CNC(=O)CN1C(=O)N=C2S[C@H]3COC(C)(C)CC3=C2C1=O,0,0,True,False,False,False,False,False,True
ZINC12586496,N#Cc1c(N)nc([S-])c(C#N)c1[C@H]1CC=CCC1,0,0,True,False,False,False,False,False,True
ZINC05420446,CCCCO[C@@H](C)OC(C)(C)C#CC#N,0,0,True,False,False,False,False,False,True
ZINC95436200,COc1ncnc(N)c1CNCCC1=CCOCC1,0,0,True,False,False,False,False,False,True
ZINC24615749,CCCCN1CCS(=O)(=O)c2c(F)c(N3CCCC3)nc(F)c21,0,0,True,False,False,False,False,False,True
ZINC03838832,C[C@@H](NC(=O)C1=C[C@@H](NC(=O)[C@@H]2C[C@@H](O)C[NH2+]2)[C@@H](O)[C@H](O)C1)C(N)=O,0,0,True,False,False,False,False,False,True
ZINC76089661,C#CCN(CC#CC)CC(=O)Nc1c(C)n[nH]c1C,0,0,True,False,False,False,False,False,True
ZINC97161861,CCc1nnc(C[N@H+]2CCC[C@@H]2c2ccc(COC)o2)o1,0,0,True,False,False,False,False,False,True
ZINC02572370,C1=C[C@H]2[C@@H](C1)[C@H]1C=C[C@@H]2C1,0,0,True,False,False,False,False,False,True
ZINC31166301,CC(=C\C(=O)[O-])/C=C(\C)C[C@H](C)CCCCC[C@H](O)[C@@H](CO)C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC38545574,FC(F)(F)[C@@H]1N=NC2=C1CCC2,0,0,True,False,False,False,False,False,True
ZINC95463763,CCCCN(C(=O)C[NH2+][C@@H](C(N)=O)[C@@H](C)CC)[C@H](C)CC,0,0,True,False,False,False,False,False,True
ZINC06408310,CS[C@H]1CS(=O)(=O)[C@H]2SC(N)=N[C@]12O,0,0,True,False,False,False,False,False,True
ZINC38995612,CNc1nc(C=O)ccc1C,0,0,True,False,False,False,False,False,True
ZINC43741142,O=c1cccc2n1C[C@@H]1C[C@H]2C[N@@H+](C[C@@H](O)COC2CCCCC2)C1,0,0,True,False,False,False,False,False,True
ZINC75280147,CCCCS/C=C1/CCCC(C)(C)[C@]1(O)CSc1[nH+]ccn1C,0,0,True,False,False,False,False,False,True
ZINC19172846,[NH3+]NCC(=O)CC[C@H]([NH3+])C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC33984656,CCCCO/C=C/C#CC[N+]1(C)CCOCC1,0,0,True,False,False,False,False,False,True
ZINC72314507,C#CC[C@@]1(O)CCSC1,0,0,True,False,False,False,False,False,True
ZINC77301049,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](C)CC4=C(CC[C@@H](O)C4)[C@H]3CC[C@@]21C,0,0,True,False,False,False,False,False,True
ZINC95728550,O[C@@H](CCC1OCCCO1)c1ccoc1,0,0,True,False,False,False,False,False,True
ZINC98043878,N#CC1=CC=C[C@H](O)[C@H]1[O-],0,0,True,False,False,False,False,False,True
ZINC49418342,CSc1nnc(CN2C(=O)C(=O)N(CC(C)C)C2=O)s1,0,0,True,False,False,False,False,False,True
ZINC01618108,N#CC(C#N)=C1CC[C@@H]2C(=C(C#N)C#N)CC[C@H]12,0,0,True,False,False,False,False,False,True
ZINC67898089,OCc1cc(CC2([NH2+][C@H]3CC[C@@H](CO)CC3)COC2)no1,0,0,True,False,False,False,False,False,True
ZINC71772721,CS[C@@H]1O[C@H]([C@H](N)[C@H](C)O)[C@H](O)[C@H](O)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC39090602,CO[C@H]1C=CC([N+](=O)[O-])=C2NON=C21,0,0,True,False,False,False,False,False,True
ZINC15227962,N/C(N=O)=C1/NC=C[NH+]=C1N1CCN(c2ccccn2)CC1,0,0,True,False,False,False,False,False,True
ZINC71763614,O=C(c1ccc([C@H]2CCC[NH2+]2)s1)N1CCC2(CCCO2)CC1,0,0,True,False,False,False,False,False,True
ZINC79354502,Cc1nc(CSCCCn2c(=O)c3c(ncn3C)n(C)c2=O)no1,0,0,True,False,False,False,False,False,True
ZINC87559683,CN(C[C@H](O)C1CC1)C(=O)CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O,0,0,True,False,False,False,False,False,True
ZINC77764754,CCC[C@H](O)CNC(=O)C(=O)Nc1cnc(C(C)(C)C)nc1,0,0,True,False,False,False,False,False,True
ZINC83836824,CC#CC[N@@H+]1CC[C@@H](N(C)Cc2nnc(C)n2CC)C1,0,0,True,False,False,False,False,False,True
ZINC04668747,C[C@]12CCC3(C[C@H]1CC[C@H](CCO)[NH2+]2)OCCO3,0,0,True,False,False,False,False,False,True
ZINC35132039,COC1=C[C@]2([N+](=O)[O-])CN(CCBr)C[C@]([N+](=O)[O-])(C1)C2,0,0,True,False,False,False,False,False,True
ZINC75253857,NC(=O)CS/C=c1/nc(N)n2ncnc12,0,0,True,False,False,False,False,False,True
ZINC95995514,COCCOc1ccc(C[NH2+][C@H](C)[C@@H](C)COC)cn1,0,0,True,False,False,False,False,False,True
ZINC05353991,C=C(C[n+]1ccc(N2CCCC2)cc1)OC,0,0,True,False,False,False,False,False,True
ZINC39058255,CO/N=C(\C(=[NH2+])NO)C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC05842628,C#C[C@H]1NC(=O)[C@@H]1[NH+](CC)CC,0,0,True,False,False,False,False,False,True
ZINC95419961,CCOC[C@H](C)[NH2+]C1CCN(CC(C)C)CC1,0,0,True,False,False,False,False,False,True
ZINC04262658,Cn1c[nH+]c(C#N)c1,0,0,True,False,False,False,False,False,True
ZINC96330697,CCCC[C@H]1CN[C@@H](CC#N)C[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC25185871,NC(=S)N1N=C2CCCC[C@@H]2[C@@]1(O)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC35566861,N[C@H]1NC=Nc2c1[nH+]cn2[C@H]1CC[C@H](CO)O1,0,0,True,False,False,False,False,False,True
ZINC39485566,COCC1=C[C@H](CNC(=O)Nc2nncs2)N=N1,0,0,True,False,False,False,False,False,True
ZINC72334826,C#CCn1ncc2c3sc(C)cc3n(CC)c2c1=O,0,0,True,False,False,False,False,False,True
ZINC92099465,C#CC[N@H+](Cc1ccc(C#N)o1)CC1CC1,0,0,True,False,False,False,False,False,True
ZINC40618207,CC[C@H](C)Nc1ncnc(N(CCC#N)CCC#N)c1[N+](=O)[O-],0,0,True,False,False,False,False,False,True
ZINC58342428,c1cc(CN2CCC([NH2+]C[C@@H]3CNc4cc[nH+]n4C3)CC2)ccn1,0,0,True,False,False,False,False,False,True
ZINC00382897,NC(=O)N/N=C1/CCCCCSC1,0,0,True,False,False,False,False,False,True
ZINC38700849,N=C(N)[N-]C1=NC(=O)[C@@H](CCO)S1,0,0,True,False,False,False,False,False,True
ZINC04141403,C=CC[C@H]1C=C(C)C[C@@H](CC=C)[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC13320974,C=C(C(=O)[O-])[C@H]1CC[C@]2(C)CC[C@@H](O)[C@](C)(O)[C@H]2C1,0,0,True,False,False,False,False,False,True
ZINC96207530,c1ccc(NCC[C@@]23CCO[C@@H]2CC[N@H+](Cc2cccnc2)C3)[nH+]c1,0,0,True,False,False,False,False,False,True
ZINC05385053,CC/C=C1\SC(/C(=C/CC)C(N)=O)=NC1=O,0,0,True,False,False,False,False,False,True
ZINC41004718,CCSc1nc2n(n1)[C@H](c1ccc(Br)o1)C(C(N)=O)=C(C)N2,0,0,True,False,False,False,False,False,True
ZINC91562857,Cc1cnc(N)nc1NCC[C@@H]1CCC(=O)N1CC[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC95937802,CCOCn1cc(-c2ccnc(N)n2)c2c(OC)cc(Br)nc21,0,0,True,False,False,False,False,False,True
ZINC39345210,O=C(CCC(=O)N/N=C1\C[C@H]2CC[C@@H]1C2)N/N=C1\C[C@@H]2CC[C@H]1C2,0,0,True,False,False,False,False,False,True
ZINC58871048,Cc1cc(C)nc(NC(=N)Nn2c(C)nnc2C)n1,0,0,True,False,False,False,False,False,True
ZINC24980878,CC[NH+](CC)CC#CCN1C[C@@](C)(CCC#N)C(=O)C[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC66054199,O=c1[nH]cc(F)cc1CCCO,0,0,True,False,False,False,False,False,True
ZINC90912195,C[C@H]1OCC[C@H]1NCc1ccnc(OC2CCC2)c1,0,0,True,False,False,False,False,False,True
ZINC03167790,C[n+]1ccccc1[C@@H](F)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC78757557,Cc1occc1-c1nnc(S[C@@H]2CCN(C)C2=O)o1,0,0,True,False,False,False,False,False,True
ZINC57342898,[NH3+][C@H]1CCN(c2nc([O-])cc(C(F)(F)F)n2)C1,0,0,True,False,False,False,False,False,True
ZINC32226703,CO[C@@H]1CC[C@@H]2[NH2+]CC[C@@H]2C1,0,0,True,False,False,False,False,False,True
ZINC05898632,O[C@H]1C[N@+]2(CF)CC[C@H]1CC2,0,0,True,False,False,False,False,False,True
ZINC39050349,O/N=C\c1ccncc1F,0,0,True,False,False,False,False,False,True
ZINC71766648,CC(C)[C@H](CO)NS(=O)(=O)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC79668396,C#Cc1cc[nH]n1,0,0,True,False,False,False,False,False,True
ZINC23622546,Cn1cccc1C1=NN/C(=[NH+]\C2CCCCC2)SC1,0,0,True,False,False,False,False,False,True
ZINC96240689,Cc1ccc(NC[C@H]2CO[C@@]3(COCC[N@@H+](CCO)C3)C2)n[nH+]1,0,0,True,False,False,False,False,False,True
ZINC32183909,CCCC(C)=C=O,0,0,True,False,False,False,False,False,True
ZINC71375763,N#C[C@@H]1C(N)=NC(N2CCCC2)=[NH+]C12CCCCC2,0,0,True,False,False,False,False,False,True
ZINC95456078,c1cc(C[NH+]2CCN(C[C@@H]3CC(C4CCCCC4)=NO3)CC2)no1,0,0,True,False,False,False,False,False,True
ZINC00643072,Nc1c(C2=[NH+]CCN2)sc2nc(-c3cccs3)cc(C(F)(F)F)c12,0,0,True,False,False,False,False,False,True
ZINC02925575,NNC(=O)[C@H]1CC[C@H](Cn2c(=S)[nH]c3ccsc3c2=O)CC1,0,0,True,False,False,False,False,False,True
ZINC91943187,CCCSCC(=O)N1C[C@H]2CC[C@@H]1CN(Cc1[nH]c[nH+]c1C)C2,0,0,True,False,False,False,False,False,True
ZINC95413680,CN(C)C(=O)CCC[S@@](=O)Cc1csc(Br)c1,0,0,True,False,False,False,False,False,True
ZINC86861329,Oc1ccsc1OC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC03257687,NC(=O)N1C[C@H](O)C[C@@H]1C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC03642772,C#CCOCNC(=S)N1CCN(C(=S)NCOCC#C)CC1,0,0,True,False,False,False,False,False,True
ZINC05368213,COC(C)(C)CCC[C@H](C)[C@H](O)C#CC[C@@H](C)OC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC33865393,COCC1=NCCS1,0,0,True,False,False,False,False,False,True
ZINC01646437,CC[N+]1(CC)CC[N+]2(CCC[C@@H](C)CC2)CC1,0,0,True,False,False,False,False,False,True
ZINC45070235,CC[C@@]1(C)C=NN=C1C,0,0,True,False,False,False,False,False,True
ZINC02731996,Cc1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](C1CC1)N2,0,0,True,False,False,False,False,False,True
ZINC19323239,CC[C@]12CN3C[C@](CC)(C[N@@H+](C1)[C@H]3[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)C2=O,0,0,True,False,False,False,False,False,True
ZINC24624522,Nc1[nH+]ccc2c1C[NH2+]CC2,0,0,True,False,False,False,False,False,True
ZINC42784267,COc1ncc2c(n1)C[NH2+]C2,0,0,True,False,False,False,False,False,True
ZINC69442178,O=[N+]([O-])c1ccc(Nc2cnn(Cc3cn4ccccc4n3)c2)nc1,0,0,True,False,False,False,False,False,True
ZINC39248128,NC1=NN[C@@H](SCc2cc(=O)[nH][nH]2)S1,0,0,True,False,False,False,False,False,True
ZINC38144766,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21,0,0,True,False,False,False,False,False,True
ZINC92537649,CCOCC[N@@H+](CC)Cc1cnn(CC)c1,0,0,True,False,False,False,False,False,True
ZINC95433763,C[C@H](c1ccco1)N(C)S(=O)(=O)c1cc(Cl)cnc1N,0,0,True,False,False,False,False,False,True
ZINC76578338,CCCN/C([O-])=C(\C#N)C(=O)/C=C/c1c(C)nn(C)c1Cl,0,0,True,False,False,False,False,False,True
ZINC72279465,C[C@H]1C[C@@H]1c1ccc(CCC(=O)N2CCc3[nH+]nc(N)cc3C2)o1,0,0,True,False,False,False,False,False,True
ZINC57758444,CCCCNC(=S)NC[C@@H](C)NC(=S)NCCCC,0,0,True,False,False,False,False,False,True
ZINC95775106,OC1=C2CC=CC(F)=C2N=N1,0,0,True,False,False,False,False,False,True
ZINC34624317,CCN(CC)c1nc(N)[n+]2c(n1)OCC2,0,0,True,False,False,False,False,False,True
ZINC40163961,N=C(N)NC1=[NH+]CCC1,0,0,True,False,False,False,False,False,True
ZINC95460567,Cc1n[nH]c(CN2CCN(c3nnc(C)c(C)c3C#N)CC2)n1,0,0,True,False,False,False,False,False,True
ZINC20018497,NCC1=[NH+]c2sc3c(c2[C@@H](N)N1)CCCC3,0,0,True,False,False,False,False,False,True
ZINC05799953,COC(=O)NNc1[nH+]c[nH]c1C(N)=O,0,0,True,False,False,False,False,False,True
ZINC96266648,O=C(c1cc(-c2cc[nH]n2)n2ccccc12)N1CCC(O)CC1,0,0,True,False,False,False,False,False,True
ZINC97413785,CCCCN(CCO)C(=O)NCC(C)(C)[NH+]1C[C@H](C)O[C@@H](C)C1,0,0,True,False,False,False,False,False,True
ZINC33864585,C[C@@]1(C(N)=O)CC=CCC1,0,0,True,False,False,False,False,False,True
ZINC39081409,CN(C)C(=O)[C@@H](N)C(C)(C)O,0,0,True,False,False,False,False,False,True
ZINC39947684,NC[C@@](O)(c1cc[nH]c1)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC59498143,C=C(C)C[C@H]1NCCC=C1Br,0,0,True,False,False,False,False,False,True
ZINC67758674,NCc1cc(N[C@H](CO)CC2CCCCC2)ncn1,0,0,True,False,False,False,False,False,True
ZINC83251853,COc1nc(Cl)c(CNN)s1,0,0,True,False,False,False,False,False,True
ZINC95374838,CC(C)c1cc(N(C)CCC2(O)CCCC2)nc(N)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC96346897,CC1(C)CC(NC(=O)C(=O)C(=O)NN)CC(C)(C)[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC39048933,C#C[C@]1(C)COCN1C,0,0,True,False,False,False,False,False,True
ZINC02522934,C#CC[NH2+]CC(C)C,0,0,True,False,False,False,False,False,True
ZINC30879169,C#CCNC(=O)[C@H]1O[C@H](CC[NH+](CCOC)CCOC)CC[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC39059184,CC#CC[C@H]1CC(=O)CC1=O,0,0,True,False,False,False,False,False,True
ZINC39061465,CO[C@H]1C[C@H](C=O)[C@@H](C)O1,0,0,True,False,False,False,False,False,True
ZINC39080369,O=C/C(=N/O)n1ccccc1=O,0,0,True,False,False,False,False,False,True
ZINC97372988,C[C@H]1CCCC[C@@H]1C[N@H+](CCO)C1CCN(C)CC1,0,0,True,False,False,False,False,False,True
ZINC45813850,C=C1CC[C@]2(OC(C)(C)O[C@H]2C)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC39088964,F[C@@H]1OCC(F)(F)C1(F)F,0,0,True,False,False,False,False,False,True
ZINC97081033,CO[C@H]1CCCC[C@@H]1[NH2+]C1CCN(c2nccs2)CC1,0,0,True,False,False,False,False,False,True
ZINC04977552,C=CCO[C@@H]1O[C@@H]2COC(C)(C)O[C@H]2[C@H](O)[C@@H]1NC(=O)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC85393991,CCC(CC)[C@H](NC(=O)N(C)[C@@H]1CC[N@H+](C)C[C@@H]1C)c1cccs1,0,0,True,False,False,False,False,False,True
ZINC89595908,Cc1cc(C)n(-c2cncc(NCC3(CS(C)(=O)=O)CC3)n2)n1,0,0,True,False,False,False,False,False,True
ZINC71780222,O=C(/N=c1\scnn1CCCF)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC23424372,CSC1=Nc2c(c(=O)nc3scnn23)[C@@H](c2ccco2)S1,0,0,True,False,False,False,False,False,True
ZINC45776341,CON(C)C(=O)CCc1c(C)nc2nc(C(F)(F)F)nn2c1C,0,0,True,False,False,False,False,False,True
ZINC75939214,C=C1C(C)(C)[C@@H]2CC[C@@]1(C(=O)N1CCn3c[nH+]cc3C1)C2,0,0,True,False,False,False,False,False,True
ZINC72427639,CCc1nc(C#N)c(NC[C@H](c2ccsc2)N(C)C)o1,0,0,True,False,False,False,False,False,True
ZINC96219359,C1CC(N2CC[C@]3(C2)C[N@@H+](CC2CC2)C[C@H]3COCC2CC2)C1,0,0,True,False,False,False,False,False,True
ZINC72978617,COCCc1noc(CN2CCOC[C@@H]2CC(C)C)n1,0,0,True,False,False,False,False,False,True
ZINC90090050,NS(=O)(=O)NC[C@@H]1C[N@@H+]2CCCC[C@H]2CO1,0,0,True,False,False,False,False,False,True
ZINC95918511,[O-][C@@]1(C(F)(F)F)C[C@](O)(C(F)(F)F)NC([S-])=[NH+]1,0,0,True,False,False,False,False,False,True
ZINC84721826,CC[C@H](C)[N@H+](C)CCNC(=O)N(C)CC(F)F,0,0,True,False,False,False,False,False,True
ZINC00001071,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC95803741,O=[N+]([O-])c1cnn(CC2COC2)c1Cl,0,0,True,False,False,False,False,False,True
ZINC46705133,CC(C)(CNS(=O)(=O)C[C@]12CC[C@H](CC1=O)C2(C)C)N1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC58342209,Nc1nc(SCCCN2CCOC2=O)nc2sccc12,0,0,True,False,False,False,False,False,True
ZINC68586805,O=C(NCCCCCCCl)N1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC39055736,O=C(CBr)[C@@H]1C[N@H+]2CC[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC08729716,Cc1[nH]n(C(N)=S)c(=O)c1CCO,0,0,True,False,False,False,False,False,True
ZINC26329895,CCc1ccc[n+](-c2c([O-])c(=O)c2=O)c1,0,0,True,False,False,False,False,False,True
ZINC95864730,CNC(=O)[C@@H](C)S(=O)(=O)CCSP(=O)(OC)OC,0,0,True,False,False,False,False,False,True
ZINC39090204,CCOC1=C[C@@H](O)C[C@H](C[NH2+]C)C1,0,0,True,False,False,False,False,False,True
ZINC96109697,CCOCc1c[nH+]c2n1CCN(C(=O)C1=CCCC1)[C@H]2C,0,0,True,False,False,False,False,False,True
ZINC40017102,NC(=O)[C@@H]1C2=C(CCCC2)S[C@H]1NC(=O)CSc1ncn[nH]1,0,0,True,False,False,False,False,False,True
ZINC96163654,CCC#CCN1C[C@@H](NC(=O)c2cc(CC)[nH]n2)C[C@H]1C(=O)NCC,0,0,True,False,False,False,False,False,True
ZINC97641843,Cc1cccc(=O)n1CCC(=O)NCc1csc2[n+]1CCN2,0,0,True,False,False,False,False,False,True
ZINC39955411,COCCCNC(=O)[C@@H]1NC(C2=CC3=CC=N[C@@H]3C=C2)=NO1,0,0,True,False,False,False,False,False,True
ZINC95922034,C#CC1=C[C@@H](Cl)CC1,0,0,True,False,False,False,False,False,True
ZINC98095584,N[C@@H]1C[NH2+]CCC1(F)F,0,0,True,False,False,False,False,False,True
ZINC96124783,Cc1noc(-c2nn(C)c3c2CN(C(=O)NC(C)C)CC3)n1,0,0,True,False,False,False,False,False,True
ZINC82447386,O=c1ccc(CBr)n[nH]1,0,0,True,False,False,False,False,False,True
ZINC83323520,NC(=S)N/N=C\CC(O)(C(F)(F)Cl)C(F)(F)Cl,0,0,True,False,False,False,False,False,True
ZINC18544389,[O-]c1ccc2ncnc-2[nH]1,0,0,True,False,False,False,False,False,True
ZINC05297371,Cc1[nH+]c(C)c(Cl)c(OCC#CI)c1Cl,0,0,True,False,False,False,False,False,True
ZINC72355708,CC(C)c1nccn1-c1cccc([C@@H]2CCCN2Cc2ncc[nH]2)n1,0,0,True,False,False,False,False,False,True
ZINC71784416,CN(C/C=C/C#CC(C)(C)C)C/C=C/C#CC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC85409906,CCN(CC)CC#CC1(O)CCCC1,0,0,True,False,False,False,False,False,True
ZINC91943884,Cc1ccc(-c2noc(-c3ccc(C#CC(C)(C)O)o3)n2)nn1,0,0,True,False,False,False,False,False,True
ZINC19860523,N#CC1=C(N)C(C#N)(C#N)[C@@H](c2ccc[nH]2)[C@H]2CCCC=C12,0,0,True,False,False,False,False,False,True
