mol_id,smiles,unbrch_alkane,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC75118462,Cc1ccc(C(=O)NCc2ccnc(N3CCOCC3)c2)c(=O)[nH]1,0,0,True,False,False,False,False,False,True
ZINC34474826,O=C[C@@H]1C=CCC1,0,0,True,False,False,False,False,False,True
ZINC39961383,O=C1COc2nc(C#CCO)ccc2N1,0,0,True,False,False,False,False,False,True
ZINC84023617,COCc1cc(NCc2c(C)noc2C)nc(C(C)(C)C)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC91366181,FCCOc1cnnc(Cl)c1,0,0,True,False,False,False,False,False,True
ZINC01681819,OCC[NH+]1CC1,0,0,True,False,False,False,False,False,True
ZINC39071145,CC(=O)N1C=CC2=CC=CC[C@@H]21,0,0,True,False,False,False,False,False,True
ZINC39078902,C#C[C@H](C)N(CC)CCO,0,0,True,False,False,False,False,False,True
ZINC40947451,CC(C)Cc1nnc(NC(=O)[C@@H]2CSC(C)(C)N2C=O)s1,0,0,True,False,False,False,False,False,True
ZINC71786275,COC1(OC)[C@@H]2C=C[C@H]1[C@@](O)(C1=CC[C@@H]3CCC[C@H]13)C2,0,0,True,False,False,False,False,False,True
ZINC95362027,O=C([C@@H](c1cccnc1)N1CCCC1)N1CCc2nc[nH]c2C1,0,0,True,False,False,False,False,False,True
ZINC95993879,C#CCN(CC#C)S(=O)(=O)c1ccc(OCC(F)(F)F)nc1,0,0,True,False,False,False,False,False,True
ZINC01389095,COCc1cc(S(=O)(=O)C2CCCCC2)nc(C)n1,0,0,True,False,False,False,False,False,True
ZINC02396338,CC(C)C[C@H](NC(=O)OC(C)(C)C)c1nnc(SCC(N)=O)o1,0,0,True,False,False,False,False,False,True
ZINC06842680,CCCCn1nnnc1Cn1cnc2sc3c(c2c1=O)CC[C@@H](C)C3,0,0,True,False,False,False,False,False,True
ZINC08947652,CCCNc1nc(SCC)nc2c1cnn2CCNC(=O)C(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC13497301,CC/[NH+]=C(/[S-])N1CCN=C1Nc1nc(C)cc(C)n1,0,0,True,False,False,False,False,False,True
ZINC16577864,CC1(C)CC(=O)[C@H]2C(=NC3=C(C(=O)CC(C)(C)C3)[C@@H]2C(N)=O)C1,0,0,True,False,False,False,False,False,True
ZINC19894307,COCCn1c([S-])nnc1-c1sc2[nH+]cccc2c1N,0,0,True,False,False,False,False,False,True
ZINC38434272,Cc1cc(C2OCCO2)ncc1N,0,0,True,False,False,False,False,False,True
ZINC39105384,CSC[C@@]1(O)OCCN(C)C1(C)C,0,0,True,False,False,False,False,False,True
ZINC55226852,COCCC(=O)N(Cc1ccco1)[C@@H](C)C(C)C,0,0,True,False,False,False,False,False,True
ZINC59465891,CC(=O)c1sc(/N=C/c2ccc(C)s2)c(C(N)=O)c1C,0,0,True,False,False,False,False,False,True
ZINC72300151,CC[C@@H]1CN2CCC[C@@H]2CN1S(=O)(=O)[C@@H](C)COC,0,0,True,False,False,False,False,False,True
ZINC72355885,c1ccc(-c2nccc([C@H]3CCCN3C3CCOCC3)n2)nc1,0,0,True,False,False,False,False,False,True
ZINC95630815,NCC1(F)COC1,0,0,True,False,False,False,False,False,True
ZINC81594305,CC#CC[NH2+]C1(c2nccs2)CCCC1,0,0,True,False,False,False,False,False,True
ZINC00184430,NC(=O)C1=C(Cl)C2=[NH+][C@@H](c3ccco3)C[C@@H](C(F)(F)F)N2N1,0,0,True,False,False,False,False,False,True
ZINC48561214,Cc1ccc2nc(CSCC(=O)N[C@@]3(C)CCS(=O)(=O)C3)cn2c1,0,0,True,False,False,False,False,False,True
ZINC11789860,COCc1nc2cccnc2n1[C@H]1CC[N@H+](C[C@@H]2CC=CCC2)CC1,0,0,True,False,False,False,False,False,True
ZINC72387289,c1nc(C[N@H+]2CCC[C@@H](Cc3ccc(NC4CCCC4)n[nH+]3)C2)c[nH]1,0,0,True,False,False,False,False,False,True
ZINC48583039,CC(=O)N[C@@H]1CCCN(C(=O)CSc2[nH+]ccn2C)C1,0,0,True,False,False,False,False,False,True
ZINC89221069,C[NH2+]CC(=O)N1CCN(c2c[nH+]c3cc[nH]c3c2)CC1,0,0,True,False,False,False,False,False,True
ZINC05489538,CCn1ncc([C@H]2[C@@H]3C(=O)CCC=C3N=C(C)[C@@H]2C(=O)OC)c1C,0,0,True,False,False,False,False,False,True
ZINC91746024,CCc1ncc(C(=O)N(C)Cc2cc(-c3ccncc3)no2)cn1,0,0,True,False,False,False,False,False,True
ZINC77446837,CCCCN(C)C(=O)C1CCN(CN2CCSC2=O)CC1,0,0,True,False,False,False,False,False,True
ZINC20472827,CCOC(=O)[C@]1(CCOC)CC[N@@H+](Cc2nc[nH]c2C)CC1,0,0,True,False,False,False,False,False,True
ZINC69442391,Cc1ncc2c(n1)CN([C@H](C)C(=O)Nc1c(C)nn(C)c1C)CC2,0,0,True,False,False,False,False,False,True
ZINC93645335,CN(C)C(=O)c1ccc(C[N@@H+]2CCOC[C@H]2C2CC2)[nH]1,0,0,True,False,False,False,False,False,True
ZINC04811981,CC[C@@]1(C)Cc2c(sc3c2C(NN)=[NH+][C@H](SC)N3)CO1,0,0,True,False,False,False,False,False,True
ZINC65129060,CCN(CC)S(=O)(=O)c1cc(-c2ccc(=O)n(CC)n2)cs1,0,0,True,False,False,False,False,False,True
ZINC97230173,CC#CCNC(=O)N[C@@H](CC)c1noc(C)n1,0,0,True,False,False,False,False,False,True
ZINC78105600,Cc1csc([C@H](C)NC(=O)c2ccncc2F)n1,0,0,True,False,False,False,False,False,True
ZINC89839000,CN(CCCS(C)(=O)=O)C(=O)c1cccn1C,0,0,True,False,False,False,False,False,True
ZINC20503771,C#C[C@H]1CN2CC[C@H]1C[C@@H]2C[NH2+]Cc1ccc(CO)o1,0,0,True,False,False,False,False,False,True
ZINC22263192,Cc1sc2ncnc(SCC(=O)Nc3ncccc3O)c2c1C,0,0,True,False,False,False,False,False,True
ZINC04308964,C[C@H]1CN(C(=O)CN2C(=O)N[C@@]3(CCCC[C@H]3C)C2=O)C[C@@H](C)O1,0,0,True,False,False,False,False,False,True
ZINC71760128,Nc1nc(Cn2ccnc2-c2cc(C[NH+]3CCCC3)cs2)cs1,0,0,True,False,False,False,False,False,True
ZINC78493329,COCC[N@H+](CC(C)C)Cn1nc(N2CCCCC2)n(C2CC2)c1=S,0,0,True,False,False,False,False,False,True
ZINC39098152,N#CC1=C(N)[C@H]2C(=O)NC(=O)C[C@H]2[NH+]=C1N,0,0,True,False,False,False,False,False,True
ZINC89991896,CCCNC(=O)[C@H](C)[N@H+]1CC[C@H](CS(N)(=O)=O)CC1,0,0,True,False,False,False,False,False,True
ZINC04979637,CC(C)NC(=S)N/N=C1\C[C@H]2CC=C[C@@H]12,0,0,True,False,False,False,False,False,True
ZINC05296457,NC(=S)N/N=C/[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC00554856,Cc1nc(C(N)=O)c(S)o1,0,0,True,False,False,False,False,False,True
ZINC75110907,COCC[N@H+]1CCSC[C@@H]1CCO,0,0,True,False,False,False,False,False,True
ZINC36062190,COC1(OC)N=C(N)[C@]2(C#N)[C@@H](C)C/C(=N\N(C)C)[C@]12C#N,0,0,True,False,False,False,False,False,True
ZINC95835630,C[C@H]1OCc2nc[nH]c(=O)c21,0,0,True,False,False,False,False,False,True
ZINC33921582,CCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1C/C=C(\C)Cl,0,0,True,False,False,False,False,False,True
ZINC22147783,O=C1[C@@H]2[C@H](C(=O)N1[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[C@@H]1C=C[C@H]2[C@@H]2C[C@H]12,0,0,True,False,False,False,False,False,True
ZINC96241198,CCN1C[C@]2(CNCCOC2)OCC1=O,0,0,True,False,False,False,False,False,True
ZINC02548163,CCOC(=O)/N=C(/C(=O)OCC)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC71765791,Cc1cc(C)c(C#N)c(S(=O)(=O)NC(C)(C)C)n1,0,0,True,False,False,False,False,False,True
ZINC71786126,C[C@@H]1C(=O)C[C@]23[C@@H](C)CC[C@H]2CC(C)(C)[C@H]13,0,0,True,False,False,False,False,False,True
ZINC95463763,CCCCN(C(=O)C[NH2+][C@@H](C(N)=O)[C@@H](C)CC)[C@H](C)CC,0,0,True,False,False,False,False,False,True
ZINC02054173,COc1nc(OC)nc(-n2cnc(S(N)(=O)=O)n2)n1,0,0,True,False,False,False,False,False,True
ZINC39093728,CC(C)(C)N(C(=O)[O-])[C@H]1C=C[C@@H](O)CC1,0,0,True,False,False,False,False,False,True
ZINC57218773,O=C1CCNc2[nH+]cccc2N1,0,0,True,False,False,False,False,False,True
ZINC39049641,CC#Cc1ccc(CO)cn1,0,0,True,False,False,False,False,False,True
ZINC39116438,C#CCN1C[C@@H]2CC[C@H](C1=O)[N@H+]2C,0,0,True,False,False,False,False,False,True
ZINC43199153,CC#CCC[C@@H](O)[C@@H]1CO1,0,0,True,False,False,False,False,False,True
ZINC79533960,C[C@H]1CCCC[C@H]1CNC(=O)[C@H]1[C@@H]([NH3+])[C@H]2CC[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC79669973,COC1=C[C@@H](/C=C/CO)C[C@@H](OC)C1=O,0,0,True,False,False,False,False,False,True
ZINC84800970,CCO[C@@H]1C[C@H]1C(=O)NC[C@H](O)C(C)C,0,0,True,False,False,False,False,False,True
ZINC23281756,C=C(C)[C@@H]1CC=C(C[N@@H+](C[C@H](C)O)C[C@@H](C)O)CC1,0,0,True,False,False,False,False,False,True
ZINC09970327,CC1(C)O[C@@H](O)[C@@](C)(O)[C@@](C)(O)[C@@]1(C)O,0,0,True,False,False,False,False,False,True
ZINC83251793,Cc1c[nH]c(CNN)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC84436965,N#Cc1cnc(N2CCOC[C@H]2C[C@@H](O)c2cccs2)c(Cl)c1,0,0,True,False,False,False,False,False,True
ZINC76780354,c1cncc(CN(Cc2coc(-c3cccs3)n2)C[C@H]2CCCO2)c1,0,0,True,False,False,False,False,False,True
ZINC77287777,CC(C)N1C[C@H](C(=O)NCc2cnn3cccnc23)CC1=O,0,0,True,False,False,False,False,False,True
ZINC39038306,CC(=O)n1sc(N)[nH+]c1=O,0,0,True,False,False,False,False,False,True
ZINC39049326,C#C[C@H]1[C@@H](C)OC(=O)[C@@H]1C,0,0,True,False,False,False,False,False,True
ZINC37543513,C/C=C\Cn1c(C(=O)N2CCOCC2)cc2scc(Br)c21,0,0,True,False,False,False,False,False,True
ZINC91704187,C[C@@H](c1ccccn1)[N@H+](C)Cc1csc(N(C)C2CC2)n1,0,0,True,False,False,False,False,False,True
ZINC01623950,CCCOc1nc(N)c2cnn([C@H]3CCCCO3)c2n1,0,0,True,False,False,False,False,False,True
ZINC72419579,CC[C@]1(O)CCCN(c2nc(N)nc3c2CC[N@H+](CC(=O)[O-])CC3)C1,0,0,True,False,False,False,False,False,True
ZINC82086595,Nc1nnc(SCC(=O)NC[C@@H]2C[C@H](F)CN2)s1,0,0,True,False,False,False,False,False,True
ZINC88505906,CC[C@H](C)C[N@@H+](CCCO)CC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95707969,O=C1NCC[C@H](CO)C1(F)F,0,0,True,False,False,False,False,False,True
ZINC38144766,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21,0,0,True,False,False,False,False,False,True
ZINC95923334,C#C[C@@H]1C=C(C=C)CCC1,0,0,True,False,False,False,False,False,True
ZINC01665541,C#CCSC(=S)OCC,0,0,True,False,False,False,False,False,True
ZINC33966074,C#C[C@@]1(OC)C[N@H+]2CC[C@@H]1CC2,0,0,True,False,False,False,False,False,True
ZINC38250916,C#C[C@H]1OC12CCCCC2,0,0,True,False,False,False,False,False,True
ZINC39070594,CC(=O)[C@@H]1CO[C@H](C)C[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC39080369,O=C/C(=N/O)n1ccccc1=O,0,0,True,False,False,False,False,False,True
ZINC95077342,[NH3+][C@H]1CC[C@]2(CC[NH2+]C2)C1,0,0,True,False,False,False,False,False,True
ZINC39124577,CS[C@@H]1COC[C@@H](SC)N1C(N)=O,0,0,True,False,False,False,False,False,True
ZINC63633246,CC1=C[C@H](NC(=O)CSC2=NC=NC3=NC=N[C@H]32)NO1,0,0,True,False,False,False,False,False,True
ZINC70544196,NC(=O)[C@]1([NH3+])CCCOC1,0,0,True,False,False,False,False,False,True
ZINC95379570,Cc1cc(N2CCC([N@H+]3C[C@@H]([N@@H+]4CCCC[C@H]4C)C3)CC2)nc(N)n1,0,0,True,False,False,False,False,False,True
ZINC19216496,Cc1ccc(CN(Cc2[nH]cc[nH+]2)C2CC(C)(C)[NH2+]C(C)(C)C2)o1,0,0,True,False,False,False,False,False,True
ZINC22171411,NC(=O)c1cc(CCO)c(C(F)(F)F)nc1[O-],0,0,True,False,False,False,False,False,True
ZINC66811310,FC(F)CN1CCN(c2nc(-c3ccncc3)nc3c2CCC3)CC1,0,0,True,False,False,False,False,False,True
ZINC74343320,Cc1cc(C)n(CC2(C[NH2+]C[C@@H]3CCC[N@@H+]4CCCC[C@@H]34)CC2)n1,0,0,True,False,False,False,False,False,True
ZINC69950487,CCc1noc([C@@H](C)N2CC[NH+](Cc3cnn(CCO)c3)CC2)n1,0,0,True,False,False,False,False,False,True
ZINC89839080,COCc1nc(C)c(C(=O)Nc2cccc(C(N)=O)n2)s1,0,0,True,False,False,False,False,False,True
ZINC19835371,O=C1CCCc2sc3nc4n(c(=O)c3c21)CCCCC4,0,0,True,False,False,False,False,False,True
ZINC48170751,Cc1ncsc1-c1ccn(CC(=O)Nc2ccnn2C)n1,0,0,True,False,False,False,False,False,True
ZINC05400206,C[N@@H+]1CCc2c(c(N3CCOCC3)[nH+]c3[nH]nc(N)c23)C1,0,0,True,False,False,False,False,False,True
ZINC23622546,Cn1cccc1C1=NN/C(=[NH+]\C2CCCCC2)SC1,0,0,True,False,False,False,False,False,True
ZINC39090579,CO[C@@H]1OCc2c[nH+]c(CO)c([O-])c21,0,0,True,False,False,False,False,False,True
ZINC72154545,O=C(CCn1cnnc1)N[C@H]1CC[C@H]1[NH2+]C1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC16953135,CSc1nc(O)c(N)c(N[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)n1,0,0,True,False,False,False,False,False,True
ZINC85347875,CC(C)Cn1c([C@H]2CC[NH2+]C2)[nH+]c2ccncc21,0,0,True,False,False,False,False,False,True
ZINC92483881,C[C@H](c1ccco1)[N@@H+](Cc1cnc(N2CC[NH+](C)CC2)nc1)C1CC1,0,0,True,False,False,False,False,False,True
ZINC97949444,CC1(C)CC(O)(C#N)CC(C)(C)N1,0,0,True,False,False,False,False,False,True
ZINC00267801,NC1=NC(=O)[C@]2(CO[C@@H](c3ccncc3)OC2)S1,0,0,True,False,False,False,False,False,True
ZINC89485827,CCCN(CCO)C(=O)CS(=O)(=O)N[C@H]1CC[C@H](C)CC1,0,0,True,False,False,False,False,False,True
ZINC01530228,O=C1C=c2cc[nH]c2=CC1=O,0,0,True,False,False,False,False,False,True
ZINC92736212,c1nc(C2CCC2)sc1C[N@H+]1CC[C@H](OC2CCCCC2)CC1,0,0,True,False,False,False,False,False,True
ZINC96372405,OC1(O)CCOC[C@@H]1F,0,0,True,False,False,False,False,False,True
ZINC05209612,COC(=O)COC1=C/C(=N\O)C=C/C1=N\O,0,0,True,False,False,False,False,False,True
ZINC72279502,Cc1ccc([C@H]2C[C@H]2C(=O)N2CCc3nnc(N)cc3C2)s1,0,0,True,False,False,False,False,False,True
ZINC83251512,CC(=O)Nc1on[n+](C2CCCCC2)c1[C@H](C)O,0,0,True,False,False,False,False,False,True
ZINC20677069,C#CCN1C[C@H](C)[C@](O)(P(=O)(OCC)OCC)C[C@H]1C,0,0,True,False,False,False,False,False,True
ZINC58189446,C#CCN1CCC[C@]2(CCO[C@@](C)(CC)C2)C1,0,0,True,False,False,False,False,False,True
ZINC06154558,CCOC(=O)N1[C@@H]2C=C(C)[C@H]2[C@H]2CC(=O)N21,0,0,True,False,False,False,False,False,True
ZINC39094829,C1[C@H]2[C@H]3N[C@H]4[C@H]3[NH2+][C@H]2[C@H]14,0,0,True,False,False,False,False,False,True
ZINC59386138,CC1=COC=C(C)N1/[NH+]=C(\N)[S-],0,0,True,False,False,False,False,False,True
ZINC71610648,[NH3+][C@H]1CCC[C@H]1F,0,0,True,False,False,False,False,False,True
ZINC93589217,C=CCOc1c(C[N@H+]2CCOC3(CCCC3)C2)c(C)nn1C,0,0,True,False,False,False,False,False,True
ZINC14136425,Cc1oc(-n2cccc2)c(C#N)c1C(=O)OCC(=O)N1CCNC1=O,0,0,True,False,False,False,False,False,True
ZINC84677655,CC1=C(/C=C/C(C)=N\NC(=O)C[C@H]2CCS(=O)(=O)C2)C(C)(C)CCC1,0,0,True,False,False,False,False,False,True
ZINC65488683,C=CC[N@H+]1CC[C@H](CNc2cc(C(C)C)[nH+]c(C)n2)C1,0,0,True,False,False,False,False,False,True
ZINC34939568,CCC[C@@H](C)Nc1ccc(N)c[nH+]1,0,0,True,False,False,False,False,False,True
ZINC00518857,O=C([O-])CC[C@@]12CCCC[C@@]1(O)OC(=O)CC2,0,0,True,False,False,False,False,False,True
ZINC44137466,Nc1nc(C(F)(F)F)c([C@H](O)C(F)(F)F)[nH]1,0,0,True,False,False,False,False,False,True
ZINC05275866,C[C@@]12CC[C@H]3[C@H](CC[C@H]4CCCC[C@H]43)[C@@H]1CCC2=O,0,0,True,False,False,False,False,False,True
ZINC29126862,C[NH2+]C1(COc2cncc(Br)c2)CC1,0,0,True,False,False,False,False,False,True
ZINC95836296,COC(=O)c1[nH]c(C(C)(C)N)nc(=O)c1O,0,0,True,False,False,False,False,False,True
ZINC12505994,COC(=O)c1c(C)oc2nc(CCl)nc(N)c12,0,0,True,False,False,False,False,False,True
ZINC38540116,COC1=NC(S(C)(=O)=O)N=C(OC)C1,0,0,True,False,False,False,False,False,True
ZINC49474258,Cc1c[nH]c(NC(=[NH2+])N2CCCC2)n1,0,0,True,False,False,False,False,False,True
ZINC00337480,Cc1cn2ccccc2[n+]1N,0,0,True,False,False,False,False,False,True
ZINC45235892,CCN1CC=C(OC)c2c(N)sc(N)c21,0,0,True,False,False,False,False,False,True
ZINC65474781,C=C(C)C[N@H+]1CC[C@H](c2ccnn2C)CC1,0,0,True,False,False,False,False,False,True
ZINC72274726,C#CCNC(=O)NCc1nnc2c(Cl)cc(C(F)(F)F)cn12,0,0,True,False,False,False,False,False,True
ZINC90582591,Cc1ccc2ncc(C(=O)Nc3ccnc(C(=O)N(C)C)c3)n2c1,0,0,True,False,False,False,False,False,True
ZINC97103453,CC(C)(C)c1noc(Cn2cnc3cnccc3c2=O)n1,0,0,True,False,False,False,False,False,True
ZINC36006313,COCC(=O)N(CC(=O)c1c(C)c(C(=O)OC)n(C)c1C)CC(C)C,0,0,True,False,False,False,False,False,True
ZINC40001862,CC1=C2C(=O)CCCC2=N[C@H]1C(=O)OCC(=O)c1ccc(Cl)s1,0,0,True,False,False,False,False,False,True
ZINC20851189,CC[C@H]1CCCCN1C(=O)c1noc2c1C[C@H](C(C)(C)C)CC2,0,0,True,False,False,False,False,False,True
ZINC98096955,CC(C)(C)[C@H]1CC[C@H](OC(=O)c2nc3ncc(Br)cn3n2)CC1,0,0,True,False,False,False,False,False,True
ZINC05275725,C=CCO[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC[C@@]4(C)CC[C@H]32)C1,0,0,True,False,False,False,False,False,True
ZINC55412321,CC1=Nc2nc(CCCO)nn2[C@@H](c2cccnc2)[C@H]1C(N)=O,0,0,True,False,False,False,False,False,True
ZINC95374485,O[C@]12CC[NH2+]C[C@H]1CN(c1ncccc1F)CC2,0,0,True,False,False,False,False,False,True
ZINC20103639,C#CCn1nc([N+](=O)[O-])nc1N1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC05787459,CC(C)(C)NC(=O)NC(=O)COC(=O)/C=C/c1cccs1,0,0,True,False,False,False,False,False,True
ZINC24909991,CCCCn1nc(C(=O)OCc2nc(N)nc(N(C)C)n2)ccc1=O,0,0,True,False,False,False,False,False,True
ZINC96199306,Cc1nnn2c1COC[C@H](C[NH2+]Cc1ccoc1)C2,0,0,True,False,False,False,False,False,True
ZINC71773026,CC[C@@]1(C)NC(=O)[C@@H](C(Cl)(Cl)Cl)O1,0,0,True,False,False,False,False,False,True
ZINC39063902,C=C[C@H]1CC(C(N)=O)=NO1,0,0,True,False,False,False,False,False,True
ZINC01635685,COC(=O)C#CBr,0,0,True,False,False,False,False,False,True
ZINC95743637,FC1=CCC2=NN=NC2=C1,0,0,True,False,False,False,False,False,True
ZINC95762416,C#C[C@H]1COCCO1,0,0,True,False,False,False,False,False,True
ZINC76265369,CN(CC#N)Cn1c2c(sc1=O)C[C@H](C(C)(C)C)CC2,0,0,True,False,False,False,False,False,True
ZINC09087149,C=C(C)CSc1nnc(-c2cc(C)n[nH]2)n1N,0,0,True,False,False,False,False,False,True
ZINC40511935,Cn1c(C(=O)N2CCNC(=O)C2)cc(Cl)c1Cl,0,0,True,False,False,False,False,False,True
ZINC95992965,C#CCNC(=O)[C@H](CCC(N)=O)NC(=O)CCC1CCCC1,0,0,True,False,False,False,False,False,True
ZINC78061548,C[N+](C)(C)CCOCl,0,0,True,False,False,False,False,False,True
ZINC39210362,CC1=NC(=O)[C@H](C#N)C(C)=C1Cl,0,0,True,False,False,False,False,False,True
ZINC01612017,NC(=O)CSCC(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC71900425,CC(C)(C)[C@@H](O)CNc1ncc(S(N)(=O)=O)s1,0,0,True,False,False,False,False,False,True
ZINC04084134,Cc1cc(C)n2cc(-c3sccc3Cl)c(C(=O)[O-])c2n1,0,0,True,False,False,False,False,False,True
ZINC39049753,C#Cc1c([O-])cc(C)[nH]c1=O,0,0,True,False,False,False,False,False,True
ZINC39056931,CC1(C)C[C@@H](C(=O)Cl)C(C)(C)[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC13380205,C#CC#CC1=C[C@H](O)C[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC97095169,COCCc1cc(N[C@H]2CC[C@H](C)[C@@H](C)C2)n(C)[nH+]1,0,0,True,False,False,False,False,False,True
ZINC13331185,CCC[C@@H](NC(=O)C1CCC1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,0,True,False,False,False,False,False,True
ZINC45820846,NCCc1nc2ccncc2[nH]1,0,0,True,False,False,False,False,False,True
ZINC72272557,COCCN(C)CC/[NH+]=C(\N)N1CCOCC1,0,0,True,False,False,False,False,False,True
ZINC77293347,CC1(C)C=C(CON)C(C)(C)N1O,0,0,True,False,False,False,False,False,True
ZINC91737438,Nc1nc(NCC[NH+]2CCCC2)c2c([nH+]1)CCCC2,0,0,True,False,False,False,False,False,True
ZINC67851726,Cc1cc(-c2nn(C)c(Cl)c2[C@@H]2NCCc3[nH]c[nH+]c32)no1,0,0,True,False,False,False,False,False,True
ZINC67909384,CCCN(C(=O)c1cn(CC)c2nc(C)ccc2c1=O)C1CCCC1,0,0,True,False,False,False,False,False,True
ZINC95365315,O=C([O-])Cc1cncnc1N1CCC2(CC1)OCCC[C@H]2O,0,0,True,False,False,False,False,False,True
ZINC77894864,CC(C)CCNC(=O)CN1CCS(=O)(=O)CC1,0,0,True,False,False,False,False,False,True
ZINC01036851,Nc1nc(NC2CCCCC2)nc(C(F)(F)F)n1,0,0,True,False,False,False,False,False,True
ZINC98051960,C[C@@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(CN(C)CCC(F)(F)F)C2=O,0,0,True,False,False,False,False,False,True
ZINC46073486,O=C(NCC(F)(F)F)NC1CCC2(CC1)OCCO2,0,0,True,False,False,False,False,False,True
ZINC97236948,CC1(C(=O)N2CCN(C(=O)CC(F)(F)F)CC2)CCCCCC1,0,0,True,False,False,False,False,False,True
ZINC89219734,CCOc1ccc2[nH]ncc2n1,0,0,True,False,False,False,False,False,True
ZINC12428331,Nc1cc(=O)[nH]c(=S)n1C1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC95498780,Cc1noc(-c2ccc(N3CCC[C@@H](c4[nH]cc[nH+]4)C3)nc2)n1,0,0,True,False,False,False,False,False,True
ZINC01737420,CC[NH+](CC)CC[n+]1ccccc1,0,0,True,False,False,False,False,False,True
ZINC34516107,C#CCN(C)C[C@H](O)C[NH3+],0,0,True,False,False,False,False,False,True
ZINC03846085,CC(=O)[C@@]1(O)C[C@@H](C(C)C)CC[C@H]1C,0,0,True,False,False,False,False,False,True
ZINC44121006,Brc1cc(C2CCCC2)cs1,0,0,True,False,False,False,False,False,True
ZINC91297644,O=Cc1cnc(F)cc1Cl,0,0,True,False,False,False,False,False,True
ZINC07756837,CC1=C(C(=O)OCC(C)C)[C@H](c2cc(Br)cs2)NC(=S)N1,0,0,True,False,False,False,False,False,True
ZINC03169096,N#C[C@@H](C(N)=O)[C@@H]1OC(=O)C(Cl)=C1Cl,0,0,True,False,False,False,False,False,True
ZINC97374713,CCc1nnc(CN2CCCC[C@]2(C)C(N)=O)o1,0,0,True,False,False,False,False,False,True
ZINC38301391,C=C(C(C)=O)[C@@H](C)CO,0,0,True,False,False,False,False,False,True
ZINC39077974,[NH3+]CCN(C=O)CCO,0,0,True,False,False,False,False,False,True
ZINC34217336,OC[C@@H]1[C@@H](O)[C@H](O)C[N@H+]1CC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC50285738,N[C@H](CC[NH3+])C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC63276807,CC(C)OC(=O)/C(C#N)=C\c1csc(C2CC2)n1,0,0,True,False,False,False,False,False,True
ZINC67889755,CN1CCC([NH2+][C@H]2C[C@@H](Cc3cc(CCO)on3)C2(C)C)CC1,0,0,True,False,False,False,False,False,True
ZINC70040306,CN(C)c1cc(C(F)(F)F)nc(NCC2(C(N)=O)CCOCC2)n1,0,0,True,False,False,False,False,False,True
ZINC95963482,C/C(N)=C(\C#N)c1csc(CC(F)(F)F)n1,0,0,True,False,False,False,False,False,True
ZINC39096114,C[C@H]1[NH2+][C@H](CCP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC95442025,CC(C)n1nnnc1CN1CCC([C@@H](O)c2nccn2C)CC1,0,0,True,False,False,False,False,False,True
ZINC95980152,Cc1n[nH]c(C)c1[C@H]1COCCN1S(=O)(=O)N1CCCCCC1,0,0,True,False,False,False,False,False,True
ZINC11950173,CC[C@@]1(C)COCC[NH2+]1,0,0,True,False,False,False,False,False,True
ZINC13944029,CCCC[C@@](CCC(=O)[O-])(C(=O)[O-])c1csc(N)n1,0,0,True,False,False,False,False,False,True
ZINC19168470,C[NH+](C)CCNN,0,0,True,False,False,False,False,False,True
ZINC22165066,C[C@H]1CCC[C@@H](C)[N@@H+]1C[C@@H]1CO1,0,0,True,False,False,False,False,False,True
ZINC77860251,O=C([C@@H]1CCCN1C(=O)c1cc2cccn2cn1)N1CCCCC1,0,0,True,False,False,False,False,False,True
ZINC95993025,C[C@H]1C[NH+]=C(N2CCN(C(=O)c3cnn(C)c3N)CC2)S1,0,0,True,False,False,False,False,False,True
ZINC40734118,CC[C@H]1CCCCN1c1nc[nH+]c(Nc2cccnc2Cl)c1N,0,0,True,False,False,False,False,False,True
