mol_id,smiles,piperdine,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC96042652,CNC(=O)[C@H]1CO[C@H]2CCN(S(=O)(=O)c3cn(C)cn3)C[C@H]2C1,1,0,True,True,False,True,False,False,True
ZINC72146761,C[N@@H+]1CCC[C@H](C[NH+]2CCN(Cc3cc4n(n3)CCC[NH2+]C4)CC2)C1,1,0,True,True,False,True,False,False,True
ZINC92022741,O=C1N(CCO)CCC[C@@]12CCN(Cc1c(Cl)cncc1Cl)C2,1,0,True,True,False,True,False,False,True
ZINC67935228,CCCCc1[nH]cc(CN2CCC3(CC2)C(=O)NCCN3C)[nH+]1,1,0,True,True,False,True,False,False,True
ZINC89542523,CN(C)C(=O)Cn1cc(C(=O)NN2CCCCC2)nn1,1,0,True,True,False,True,False,False,True
ZINC71904005,C#CC[N@@H+]1CCCC[C@H]1C(=O)N(C)CCN(C)[C@H]1CC[N@H+](C)CC1,2,0,True,True,False,True,False,False,True
ZINC95092766,c1ncc(CSC[C@@H]2CCC[NH2+]C2)s1,1,0,True,True,False,True,False,False,True
ZINC88805695,C#CCCCOC(=O)[C@@H](CC(C)C)N1CCCCC1=O,1,0,True,True,False,True,False,False,True
ZINC14900344,O=C(c1cncc(Br)c1)N1CCN(C(=O)N2CCCCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC52710244,C[C@@H]1C[C@@H](C)CN(C(=O)CN2CCN(Cc3nnsc3Cl)CC2)C1,1,0,True,True,False,True,False,False,True
ZINC43525978,Cn1nc(C2CCCC2)cc1[C@H]1C[N@H+]2CC[C@@H]1C[C@@H]2CN,3,0,True,True,False,True,False,False,True
ZINC89744822,C[C@H]1CCCC[C@@H]1OCCNC(=O)CN1C(=O)[C@H]2C[C@H]2C1=O,1,0,True,True,False,True,False,False,True
ZINC04074177,C[N@H+]1CC[C@]2(CC1)C(C#N)=C(N)N=C(S)[C@H]2C#N,1,0,True,True,False,True,False,False,True
ZINC96036997,Cc1c[nH+]c2n1CCN(C)[C@]21CC[N@@H+](Cc2nccs2)CC1,1,0,True,True,False,True,False,False,True
ZINC72388900,Cc1cccc(C[N@H+]2CC[C@](C)(c3n[nH]cc3C(=O)N(C)C)CC2)n1,1,0,True,True,False,True,False,False,True
ZINC95379236,O=c1cc(N2CCCCC2)cnn1Cc1noc([C@H]2CCCO2)n1,1,0,True,True,False,True,False,False,True
ZINC89420266,COCCc1nsc(NC2CCN(c3ccc(C#N)cn3)CC2)n1,1,0,True,True,False,True,False,False,True
ZINC71624563,O[C@H]1CC[NH2+][C@H](C(F)(F)F)C1,1,0,True,True,False,True,False,False,True
ZINC22073509,CCCC[NH2+]C[C@@H]1CCCCN1C,1,0,True,True,False,True,False,False,True
ZINC71766767,CCCCOC[N@H+]1[C@H](C)C[C@H](C)CC1(C)C,1,0,True,True,False,True,False,False,True
ZINC95498536,NC(=O)Cn1ccnc1C1CCN(C(=O)CSCC2CC2)CC1,1,0,True,True,False,True,False,False,True
ZINC97026669,Cc1nn2cccnc2c1C(=O)NCC(C)(C)[NH+]1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC91779728,CC(C)=CCC[C@@]1(C)CCC(=O)N(Cc2ccon2)C1,1,0,True,True,False,True,False,False,True
ZINC96119357,CN1C[C@H](C(=O)N2CCC(Oc3cccnn3)CC2)CC1=O,1,0,True,True,False,True,False,False,True
ZINC71415823,Cc1ccc(-c2ccnc(N3CCC4(CC3)CNC(=O)C4)n2)c(C)n1,1,0,True,True,False,True,False,False,True
ZINC49442044,NC(=O)NC(=O)CCC[N@@H+]1C[C@@H]2CC[C@H]1C2,1,0,True,True,False,True,False,False,True
ZINC19594799,COc1ncc([C@@]2(O)C[C@@H]3CC[C@H](C2)[N@H+]3Cc2ccsc2)c(OC)n1,1,0,True,True,False,True,False,False,True
ZINC95077236,N[C@H](CCO)[C@@H]1CCC[NH2+]C1,1,0,True,True,False,True,False,False,True
ZINC71915707,CCO[C@@H]1CCC[N@H+]([C@H]2C=CCCC2)C1,1,0,True,True,False,True,False,False,True
ZINC61427780,O=C(C[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2)OCC(=O)N1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC63855735,NC(=O)C[N@@H+]1CCC[C@H](C(=O)NCCC2=C3CCCC[C@@H]3N=N2)C1,1,0,True,True,False,True,False,False,True
ZINC66152566,CCCOC(=O)C[C@H]1C(=O)NCCN1C(=O)[C@H]1CCC[NH2+]C1,1,0,True,True,False,True,False,False,True
ZINC91391206,O=C1CCCCN1CC(=O)N1C[C@H]2C[N@H+](CCO)C[C@@]2(C(=O)[O-])C1,1,0,True,True,False,True,False,False,True
ZINC95394872,CC(=O)N1CCC[C@H]1C(=O)Nc1n[nH]c(N2CCCCC2)n1,1,0,True,True,False,True,False,False,True
ZINC95969070,CC[S@](=O)[C@@H]1CCCC[C@@H]1N[C@H]1CC[N@H+](Cc2ccncc2)CC1,1,0,True,True,False,True,False,False,True
ZINC72619479,CC1(C)CC(NC(=O)[C@@H]2CCCO2)CC(C)(C)[NH2+]1,1,0,True,True,False,True,False,False,True
ZINC78667202,N#CCC[N@@H+](CC(=O)N1CCC[C@H](C(N)=O)C1)Cc1ccco1,1,0,True,True,False,True,False,False,True
ZINC73855850,CC(C)c1[nH+]ccn1CCC(=O)N1CCC2(CC1)OC[C@H](C)O2,1,0,True,True,False,True,False,False,True
ZINC45935647,O=C(NCc1ccnc(OCC(F)(F)F)c1)N1CCC(CO)CC1,1,0,True,True,False,True,False,False,True
ZINC67820826,Cc1ccc2nc(C(=O)N3CCC(O)(CO)CC3)c(F)n2c1,1,0,True,True,False,True,False,False,True
ZINC96230005,C=CCN1C(=O)CCC[C@]12CCCN(C(=O)c1csnn1)C2,2,0,True,True,False,True,False,False,True
ZINC78900739,C=CCCO[C@@H](C)C(=O)N1CCC[C@@H](c2cc(C(N)=O)n[nH]2)C1,1,0,True,True,False,True,False,False,True
ZINC89656711,C=CCn1c(C2CC2)nn(C[N@H+]2CC[C@](O)(C(F)(F)F)CC2)c1=S,1,0,True,True,False,True,False,False,True
ZINC42750239,CC(C)(C)OC(=O)N1CC[C@@]2(CCC[NH2+]C2)C1,1,0,True,True,False,True,False,False,True
ZINC19798217,C#CC(C)(C)N1CC[C@H](O)[C@@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC33913771,O=C1CCC[C@@H]2[C@@H]3C[C@H](CN12)[C@H]1C[C@@H](O)CC[N@@H+]1C3,4,0,True,True,False,True,False,False,True
ZINC40134985,C#CCN1CCCC[C@@H]1/C(O)=N/CC1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC91829782,Nc1ncccc1C[N@H+]1CC[C@H](N2CCOCC2)[C@H](CCCO)C1,1,0,True,True,False,True,False,False,True
ZINC72167350,Nc1nc(Sc2cccs2)cc(N2CC[C@H](CO)[C@H](O)C2)n1,1,0,True,True,False,True,False,False,True
ZINC66539335,C#CC[N@H+](CC(=O)N1CCCC[C@@H]1CC)[C@@H]1CCS(=O)(=O)C1,1,0,True,True,False,True,False,False,True
ZINC19837574,CCC/C=C/C[N@H+]1CC[C@H](n2cc(CNC(N)=O)nn2)CC1,1,0,True,True,False,True,False,False,True
ZINC40266780,CC1(C)Cc2c(sc3c2c(N)nc(=O)n3CC[NH+]2CCCCC2)CO1,1,0,True,True,False,True,False,False,True
ZINC77321092,C[C@@H]1CC[N@@H+](CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)[C@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC76140704,CCC(=O)N1CSC[C@H]1C(=O)N1CCC(OC2CCCCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC28295483,C[C@@H]1CCCC[N@H+]1C[C@@H](O)CCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,1,0,True,True,False,True,False,False,True
ZINC33173815,Cc1sc(-c2cc(C(F)(F)F)[nH]n2)cc1S(=O)(=O)N1CCC(C)CC1,1,0,True,True,False,True,False,False,True
ZINC97372988,C[C@H]1CCCC[C@@H]1C[N@H+](CCO)C1CCN(C)CC1,1,0,True,True,False,True,False,False,True
ZINC92165698,CCC[N@H+]1CC[C@H](N(C)CC(C)(C)S(C)(=O)=O)CC1,1,0,True,True,False,True,False,False,True
ZINC92565465,Cc1nc(C[N@H+]2CC[C@H](C[NH2+]C[C@@H]3CCC[C@H](C)C3)CC2)oc1C,1,0,True,True,False,True,False,False,True
ZINC00172684,CNC(=S)NNC(=O)[C@@]1(O)C[N@H+]2CC[C@@H]1CC2,3,0,True,True,False,True,False,False,True
ZINC91664648,O=C(c1ccc([C@H]2CCCO2)s1)N1CCC(Nc2ccccn2)CC1,1,0,True,True,False,True,False,False,True
ZINC18250511,NC(=O)C1(N2CCCCC2)CCN([C@@H]2CC(=O)NC2=O)CC1,2,0,True,True,False,True,False,False,True
ZINC39094829,C1[C@H]2[C@H]3N[C@H]4[C@H]3[NH2+][C@H]2[C@H]14,2,0,True,True,False,True,False,False,True
ZINC65435548,CC1=C(C)[C@H](CCC(=O)N2CC[C@@H](c3sccc3C)[C@H](O)C2)N=N1,1,0,True,True,False,True,False,False,True
ZINC39314923,CCCc1[nH]nc2c1[C@]1(CN3CCC1CC3)C(C#N)=C(N)O2,3,0,True,True,False,True,False,False,True
ZINC95117520,CC1(C)[C@@H](C#N)C(=O)NC(=O)[C@H]1C(N)=S,1,0,True,True,False,True,False,False,True
ZINC36300740,C[N@H+](Cc1ccc(Cl)nc1)C1CCNCC1,1,0,True,True,False,True,False,False,True
ZINC90552300,CC(C)C[C@H]1CCC[N@@H+](CCn2cc([N+](=O)[O-])ccc2=O)C1,1,0,True,True,False,True,False,False,True
ZINC89800541,COC[C@@H](O)C[N@H+]1CC[C@H](NCc2c(C(C)C)nn(C)c2Cl)CC1,1,0,True,True,False,True,False,False,True
ZINC91812983,CCOC(=O)c1cnn([C@@H]2CCCN(CC3(CO)COC3)C2)c1,1,0,True,True,False,True,False,False,True
ZINC92564738,COCCCN1CCC([NH2+][C@H]2CC[C@@H](C(=O)OC(C)(C)C)CC2)CC1,1,0,True,True,False,True,False,False,True
ZINC72435337,CCOCC[N@@H+]1CCC[C@]2(C(=O)[O-])CN(c3nccc(N)n3)CC[C@@H]12,2,0,True,True,False,True,False,False,True
ZINC93643939,Cc1ccc(O)c(CN(C)[C@@H]2CC[N@@H+](C)[C@H](C)C2)n1,1,0,True,True,False,True,False,False,True
ZINC96207530,c1ccc(NCC[C@@]23CCO[C@@H]2CC[N@H+](Cc2cccnc2)C3)[nH+]c1,1,0,True,True,False,True,False,False,True
ZINC72643121,NC(=O)C1CCN(C(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)CC1,1,0,True,True,False,True,False,False,True
ZINC95974188,c1cc2occc2c(N2CC[C@@H](OCC[NH+]3CCCCC3)C2)[nH+]1,1,0,True,True,False,True,False,False,True
ZINC78942945,CCCCS(=O)(=O)N1CCC(C(=O)O[C@@H]2CCC[C@@H](C)C2)CC1,1,0,True,True,False,True,False,False,True
ZINC71870960,CC(C)[C@@](C)(C#N)NC(=O)[C@@H](C)NC[C@H]1CC[N@H+](C[C@@H](C)O)CC1,1,0,True,True,False,True,False,False,True
ZINC93613059,CC(C)c1csc([C@@H]2CCC[N@H+](CC(C)(C)CCC#N)C2)n1,1,0,True,True,False,True,False,False,True
ZINC88942326,CC/[NH+]=C(/NCCCCC1CCCC1)NC1CCN(CC(N)=O)CC1,1,0,True,True,False,True,False,False,True
ZINC19720751,O[C@H]1CCCN(c2ncccc2C[NH2+]C2CCSCC2)C1,1,0,True,True,False,True,False,False,True
ZINC39404412,C1=CC2=C(CN3CCC([NH+]4CCOCC4)CC3)C=N[C@H]2C=C1,1,0,True,True,False,True,False,False,True
ZINC93683540,N#Cc1ccc2ncc(CN3CC[C@@H](C[NH+]4CCCCC4)C3)n2c1,1,0,True,True,False,True,False,False,True
ZINC48355770,O=S(=O)([N-]Cc1cc[nH+]c(N2CCCCC2)c1)N1CCOCC1,1,0,True,True,False,True,False,False,True
ZINC72363698,C[C@H](CCO)[N@H+]1CC[C@H](c2csc(Nc3ncccn3)n2)CC1,1,0,True,True,False,True,False,False,True
ZINC05898632,O[C@H]1C[N@+]2(CF)CC[C@H]1CC2,3,0,True,True,False,True,False,False,True
ZINC72394754,C=CCNC(=O)[C@@]1(Cc2cc([C@H]3CCOC3)no2)CCC[NH2+]C1,1,0,True,True,False,True,False,False,True
ZINC21952386,O=C(NCCOCCO)C1CC[NH2+]CC1,1,0,True,True,False,True,False,False,True
ZINC05375971,O/N=C1/CCCCC[C@H]1C[NH+]1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC38343316,CCC[N@H+]1[C@H]2CC[C@@H]1C[C@@H](C[NH3+])C2,1,0,True,True,False,True,False,False,True
ZINC39941173,COC(=O)[C@H]1C[C@H](N)CC[NH2+]1,1,0,True,True,False,True,False,False,True
ZINC72382690,COCC[N@@H+]1CCCC[C@H]1c1cc(Nc2nncs2)nc(C)n1,1,0,True,True,False,True,False,False,True
ZINC91391328,CC(C)Cn1c[nH+]cc1CNC(=O)[C@@H]1CCC(=O)N(C2CCCC2)C1,1,0,True,True,False,True,False,False,True
ZINC71819599,NC(=O)C1CCN(CCC[NH2+]Cc2cn[nH]c2-c2cccnc2)CC1,1,0,True,True,False,True,False,False,True
ZINC25326900,CC1(C)CC(N2CCCCC2)=C/C(=N\CCC[NH+]2CCOCC2)C1,1,0,True,True,False,True,False,False,True
ZINC79980617,C#CC[N@H+]1CC[C@H](C(=O)N2CCSC3(CCCCC3)C2)CC1,1,0,True,True,False,True,False,False,True
ZINC97114655,C[NH+](C)CCC1CCN(S(=O)(=O)C[C@@H]2CCOC2)CC1,1,0,True,True,False,True,False,False,True
ZINC64618367,CC(C)OCC/C([O-])=N/S(=O)(=O)N1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC96209377,CO[C@@H]1CCN(C(=O)c2cscn2)[C@@H]2CN(Cc3cccnc3)C[C@@H]21,1,0,True,True,False,True,False,False,True
ZINC39959481,O=C(NCC[NH+]1CCCCC1)[C@@H]1NC(C2=CC=C[C@H]3N=CC=C23)=NO1,1,0,True,True,False,True,False,False,True
ZINC72425171,CCC[N@@H+]1C[C@]2(CC[N@H+](C)CC2)C[C@H]1C(=O)NCCc1nncn1C,1,0,True,True,False,True,False,False,True
ZINC96050072,C=CCN1CC[N@@H+](C)C2(CCN(S(C)(=O)=O)CC2)C1=O,1,0,True,True,False,True,False,False,True
ZINC67909238,CC(C)C[N@H+]1CC[C@H]([NH2+][C@H](Cn2cc[nH+]c2)C(C)(C)C)CC1,1,0,True,True,False,True,False,False,True
ZINC44558618,[NH3+]C[C@H]1CCCC[N@@H+]1Cc1cnccn1,1,0,True,True,False,True,False,False,True
ZINC71790096,O=C(N1CCC[C@H]([C@H](O)C(F)(F)F)C1)C(F)(F)F,1,0,True,True,False,True,False,False,True
ZINC16690064,CCc1nc2sc([C@H](c3ccco3)[N@H+]3CCC[C@@H](C)C3)c([O-])n2n1,1,0,True,True,False,True,False,False,True
ZINC03150763,C1CCC(Nc2nc3nonc3nc2N2CCCCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC95071551,C[NH2+]C1CCN(S(=O)(=O)[C@H](C)c2ccccn2)CC1,1,0,True,True,False,True,False,False,True
ZINC97489843,COC(=O)c1cc(C[N@H+]2CCC[C@@H](NS(C)(=O)=O)C2)oc1C,1,0,True,True,False,True,False,False,True
ZINC91725980,Cc1nonc1CC(=O)N1CC[C@@]2(O)CCN(C(=O)N(C)C)C[C@H]2C1,2,0,True,True,False,True,False,False,True
ZINC96065201,CN(Cc1cncnc1)[C@@H]1C[N@H+](C2CCOCC2)C[C@@H]2CCCO[C@@H]21,1,0,True,True,False,True,False,False,True
ZINC96208395,COC[C@@H]1C(=O)NCC12CCN(C(=O)c1cccn1C)CC2,1,0,True,True,False,True,False,False,True
ZINC05535326,C[N@@+]12CCCC[C@H]1[C@@H](CO)CCC2,2,0,True,True,False,True,False,False,True
ZINC12603623,CC1CCN(C(=O)C[C@@H]2O[C@H](CNS(C)(=O)=O)[C@@H](O)[C@H]2O)CC1,1,0,True,True,False,True,False,False,True
ZINC12327368,COCCc1ncc(C[N@H+]2CC[C@](O)(c3cccnc3F)CC2)cn1,1,0,True,True,False,True,False,False,True
ZINC13266451,O=C1CC[C@H](c2nc(C3CCN(C(=O)Cc4cccs4)CC3)no2)N1,1,0,True,True,False,True,False,False,True
ZINC45172198,CCn1nc(C)c([C@H](C)[NH2+]CCN2CCC(C)CC2)c1C,1,0,True,True,False,True,False,False,True
ZINC04277204,Br[C@@H]1CC[C@@H]2C[NH2+]CC[C@@H]2C1,1,0,True,True,False,True,False,False,True
ZINC95388637,O[C@]12CC[NH2+]C[C@H]1CN(c1ccc(F)cn1)CC2,2,0,True,True,False,True,False,False,True
ZINC88740004,C[C@@H]1CCC[C@@H]1[NH2+]C1CCN(C2CCCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC04079562,CCN(CC)S(=O)(=O)CC[P@@](=O)(O)C[NH+]1CCCCC1,1,0,True,True,False,True,False,False,True
ZINC19147275,CC(C)c1cc(C(=O)N2CCC[C@@H](Cn3cc(CO)nn3)C2)on1,1,0,True,True,False,True,False,False,True
ZINC19340867,[O-]c1cc([C@H]2CCCC[N@@H+]2C2CCCC2)nc(-c2cccnc2)n1,1,0,True,True,False,True,False,False,True
ZINC93359204,C=CC1CCN(Cc2c(Cl)nc3sccn23)CC1,1,0,True,True,False,True,False,False,True
ZINC20463913,CCNC(=O)N[C@@H]1[C@H]2CO[C@H](O2)[C@H]([N@H+]2CC[C@H](C(N)=O)CC2)[C@H]1O,1,0,True,True,False,True,False,False,True
ZINC67851271,CCn1ncnc1CN1CCC2(CCC(=O)N(C)CC2)CC1,1,0,True,True,False,True,False,False,True
ZINC59370710,C(#C[C@@H](C[NH+]1CCCCC1)N1CCCCC1)CN1CCOCC1,2,0,True,True,False,True,False,False,True
ZINC01641814,C=C(C)C#C[C@@](O)(C(=O)O[C@H]1C[N@H+]2CC[C@@H]1CC2)C(C)C,3,0,True,True,False,True,False,False,True
ZINC73655778,CCN1CC[C@@H]([NH+]2CCCCC2)C[C@@H]1C,2,0,True,True,False,True,False,False,True
ZINC91657379,C[C@@H]1CN(Cc2ccc(C(F)(F)F)nc2)CC[C@@]1(O)C1CCOCC1,1,0,True,True,False,True,False,False,True
ZINC71751302,Cc1n[nH]c(C)c1-c1cc(C2CC[NH2+]CC2)c(C#N)c(N)n1,1,0,True,True,False,True,False,False,True
ZINC96006942,CCC(CC)[C@@H]1C[C@H](N[C@H]2CC[N@H+](C(C)C)CC2)CCO1,1,0,True,True,False,True,False,False,True
ZINC65373242,C#CCN(CC=C)CCC(=O)N1CCC[C@@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC89925367,Cn1cc[nH+]c1[C@H](O)[C@H]1CC[N@H+](Cc2cn3ccccc3n2)CC1,1,0,True,True,False,True,False,False,True
ZINC73685391,COCc1cc(N[C@@H]2CCC[NH2+]C2)n/c(=N/[N+](=O)[O-])[nH]1,1,0,True,True,False,True,False,False,True
ZINC95515343,CCCc1nc(N2CCC([NH2+]CCc3n[nH]c(N)n3)CC2)cc(C)[nH+]1,1,0,True,True,False,True,False,False,True
ZINC65381853,O=C([C@H]1C=c2sccc2=N1)N1CCC[C@@H]([C@@H]2NN=C3C=CC=CN32)C1,1,0,True,True,False,True,False,False,True
ZINC66608543,CCCC[C@@H](C(=O)Nc1cc(C)on1)[N@H+]1CC[C@H](C(=O)N(C)C)CC1,1,0,True,True,False,True,False,False,True
ZINC77774393,CSC[C@H](CCO)NC(=O)NCCC[N@H+]1CCC[C@@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC92079836,Cc1ccc(-c2ncc(CN3CCC(N4CCO[C@@H](C)C4)CC3)s2)o1,1,0,True,True,False,True,False,False,True
ZINC53671978,CC(C)CN([C@H]1CC[N@H+](C)CC1)S(=O)(=O)c1cn(C)c(=O)n(C)c1=O,1,0,True,True,False,True,False,False,True
ZINC95938914,CCOC(=O)C[C@]1(C(=O)[O-])CC[NH2+]C[C@H]1CC,1,0,True,True,False,True,False,False,True
ZINC89761723,CC(C)(O)CNC(=O)[C@@H]1CCC[N@@H+]1C1CCN(CC(F)(F)F)CC1,1,0,True,True,False,True,False,False,True
ZINC73286758,COCCN(CC(C)C)S(=O)(=O)N1C[C@H](C)C[C@@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC32929317,C[C@@H]1C[N@H+](C)[C@H](C)C/C1=N/NC(N)=S,1,0,True,True,False,True,False,False,True
ZINC08300187,C=CCN(C)C(=O)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2Cn1cc(C[NH2+]C)nn1,3,0,True,True,False,True,False,False,True
ZINC72360857,NC1(C(=O)N2CCC(c3cccc(Br)n3)CC2)CCCCC1,1,0,True,True,False,True,False,False,True
ZINC72421506,Cc1cc(N2CCC(O)(C[NH+]3CCCC3)CC2)n2nc(C)cc2n1,1,0,True,True,False,True,False,False,True
ZINC77396939,CC(C)CO[C@H]1CC[N@H+](CCCN2C(=O)NC(C)(C)C2=O)CC1,1,0,True,True,False,True,False,False,True
ZINC72300780,C=CCN(CC=C)C(=O)C[N@@H+]1CCC[C@H]([C@]2(C)NC(=O)NC2=O)C1,1,0,True,True,False,True,False,False,True
ZINC95372633,COCCCN1CC2(CCN(c3nccnc3OC)CC2)CC1=O,1,0,True,True,False,True,False,False,True
ZINC95372914,Cc1nc(N2CCC3(CC2)COC(=O)O3)c2ccsc2n1,1,0,True,True,False,True,False,False,True
ZINC69376725,C[C@H]1CC[N@H+](C[C@@H](O)CN2CCO[C@H](Cn3cccn3)C2)CC1,1,0,True,True,False,True,False,False,True
ZINC85771407,CCc1c(C(=O)CN2CCCC[C@H]2C(N)=O)[nH]c(C)c1C(C)=O,1,0,True,True,False,True,False,False,True
ZINC96220473,O=C(N[C@H]1COCCC12CCN(Cc1nccs1)CC2)C1CC1,1,0,True,True,False,True,False,False,True
ZINC69917748,Cc1cc(C)n(C[C@@H]2CCCCN2Cc2nnc(C3CC3)n2C)n1,1,0,True,True,False,True,False,False,True
ZINC89292340,Cc1ccncc1NC(=O)NCC[C@H]1CC[N@H+](CC(F)(F)F)CC1,1,0,True,True,False,True,False,False,True
ZINC72151118,C[NH+](C)C[C@]1(O)CCCN(C(=O)c2sccc2S(N)(=O)=O)C1,1,0,True,True,False,True,False,False,True
ZINC92068155,C[C@H]1CC[C@H](C)N(C(=O)Nc2cnn(CC[NH+]3CCOCC3)c2)C1,1,0,True,True,False,True,False,False,True
ZINC97823098,c1cc([C@H]2CCC[N@@H+](Cc3ccc(-c4ccn[nH]4)o3)C2)ncn1,1,0,True,True,False,True,False,False,True
ZINC51865451,NC(=O)c1cc(OC2CC[NH2+]CC2)ccn1,1,0,True,True,False,True,False,False,True
ZINC77531251,C[C@H]1CCN(C(=O)N[C@@H](C)[C@@H]2CCCO2)[C@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC95071909,CSc1nccnc1CN1CCC(C[NH3+])CC1,1,0,True,True,False,True,False,False,True
ZINC53304214,CC(=O)N(C)CC(=O)NCC(C)(C)[N@H+]1C[C@@H](C)C[C@@H](C)C1,1,0,True,True,False,True,False,False,True
ZINC91478098,C[C@H]1CN(CC2CCN(c3nnc(C4CC4)s3)CC2)C[C@H](C)O1,1,0,True,True,False,True,False,False,True
ZINC57387871,CC(C)[C@H](CNC(=O)C1(C#N)CCCCC1)[N@H+]1CC[C@H](C)CC1,1,0,True,True,False,True,False,False,True
ZINC90564402,O=C1[C@@H](N2CCCC3(C2)OCCO3)CCCN1CC(F)(F)F,2,0,True,True,False,True,False,False,True
ZINC72128091,O=C(Cc1cc(=O)[nH]nc1[O-])N1CCC2(CCOCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC72429461,Cc1nc(NCC[N@H+]2CCCC[C@@H]2CO)c2c([nH+]1)CC[NH2+]CC2,1,0,True,True,False,True,False,False,True
ZINC72975613,CCOC[C@@H]1CCC[N@H+]([C@@H](C)c2nc(N)nc(N(C)C)n2)C1,1,0,True,True,False,True,False,False,True
ZINC97082396,CCO[C@H]1CCCN(c2nc3ccccn3c2C#N)C1,1,0,True,True,False,True,False,False,True
ZINC82107361,O=C1CC[C@@]2(CCC[N@@H+](C3CCOCC3)C2)CN1CCc1c[nH]c[nH+]1,2,0,True,True,False,True,False,False,True
ZINC89932397,C[C@@H](C(=O)Nc1sccc1C(N)=O)[N@@H+]1CCC[C@H]([C@@H](C)O)C1,1,0,True,True,False,True,False,False,True
ZINC95381005,Cc1csc([C@H](C)N(C)C(=O)C2CCN(C(=O)C3CCCC3)CC2)n1,1,0,True,True,False,True,False,False,True
ZINC96074824,Cn1cc[nH+]c1CN1CCO[C@@]2(CCCN(c3ncccn3)C2)C1,1,0,True,True,False,True,False,False,True
ZINC11841558,CC(=O)c1cc(C[N@H+]2CC[C@@]3(CCCN(CC(C)(C)C)C3=O)C2)cs1,1,0,True,True,False,True,False,False,True
ZINC40783139,COC(=O)C1CCN(c2nc[nH+]c(Nc3nc(C)c(C)s3)c2N)CC1,1,0,True,True,False,True,False,False,True
ZINC96092768,CC[C@H]1[N@H+](Cc2cc(C)on2)CCC[C@]12CCC(=O)N2CC1CCC1,1,0,True,True,False,True,False,False,True
ZINC20216330,N=C1S[C@H]2C[NH2+]CCC2=C1C(N)=O,1,0,True,True,False,True,False,False,True
ZINC19292265,O=C([C@H]1CCCO1)N1CCCC[C@H]1c1ncc2c(n1)CC[NH2+]C2,1,0,True,True,False,True,False,False,True
ZINC97949444,CC1(C)CC(O)(C#N)CC(C)(C)N1,1,0,True,True,False,True,False,False,True
ZINC72470626,C[C@H]1CCC[C@H](C)[NH+]1Cc1nc(N)nc(N2CCOCC2)n1,1,0,True,True,False,True,False,False,True
ZINC88765880,C=CCN(CC=C)C(=O)NC1CCN(S(=O)(=O)C(F)(F)F)CC1,1,0,True,True,False,True,False,False,True
ZINC20995818,CO[C@@H]1CCC[N@H+](CCCc2cn[nH]c2)C1,1,0,True,True,False,True,False,False,True
ZINC93506569,CC(C)(CN1CC[C@H]2OCCC[C@@H]2C1)S(C)(=O)=O,1,0,True,True,False,True,False,False,True
ZINC67139748,CC(C)(C)OC(=O)N1CCCC[C@@H]1C(=O)/N=C1\NCCS1,1,0,True,True,False,True,False,False,True
ZINC95981751,NC(=O)[C@H]1CCCN1[C@H]1CC[N@H+](CC2CCC2)CC1,1,0,True,True,False,True,False,False,True
ZINC90007545,C[C@@H]1CCCCN1C(=O)CN1CCOC[C@@H]1C1CC1,1,0,True,True,False,True,False,False,True
ZINC67691137,CCC#CCN1CC=C(C2CCN(C(=O)COC)CC2)CC1,1,0,True,True,False,True,False,False,True
ZINC57328871,[NH3+]CCCNc1nc(N2CCCCC2)nc2c1CCC2,1,0,True,True,False,True,False,False,True
ZINC04023338,CC[C@@]1(C)C[C@]2(CCC[N@@H+](CC#CC[NH+](C)C)C2)CCO1,1,0,True,True,False,True,False,False,True
ZINC91305568,CC1(C)Cc2nc(N3CCC(O)CC3)ncc2[C@@H](N)C1,1,0,True,True,False,True,False,False,True
ZINC91701890,C[C@H](C[NH+]1CCCCC1)NC(=O)N(C)CCN(C)C(=O)OC(C)(C)C,1,0,True,True,False,True,False,False,True
ZINC96158488,Cc1ccc(N2CCC3(CC2)CC[NH+]([C@@H]2CCOC2)CC3)nn1,2,0,True,True,False,True,False,False,True
ZINC91644764,CNc1nc(N2CCC3(CC2)OCCC[C@@H]3O)[nH+]cc1F,1,0,True,True,False,True,False,False,True
